afid,authid,authname,author-url,dc:identifier,given-name,initials,surname
60120633,57209240106,Pagaduan R.,https://api.elsevier.com/content/author/author_id/57209240106,SCOPUS_ID:85066925283,Roxanne A.,R.A.,Pagaduan
60120633,57204648016,Castillo R.,https://api.elsevier.com/content/author/author_id/57204648016,SCOPUS_ID:85066925283,Reynaldo E.,R.E.,Castillo
60120633,57209235401,Ramos W.,https://api.elsevier.com/content/author/author_id/57209235401,SCOPUS_ID:85066925283,Walter Van J.,W.V.J.,Ramos
60104319,36344067500,Samonte M.,https://api.elsevier.com/content/author/author_id/36344067500,SCOPUS_ID:85066924598,Mary Jane C.,M.J.C.,Samonte
60104319,57209238936,Arganza J.,https://api.elsevier.com/content/author/author_id/57209238936,SCOPUS_ID:85066924598,Justine Marl Q.,J.M.Q.,Arganza
60104319,57209240133,Aurelio C.,https://api.elsevier.com/content/author/author_id/57209240133,SCOPUS_ID:85066924598,Carl Matthew E.,C.M.E.,Aurelio
60104319,57209234116,Gonzales P.,https://api.elsevier.com/content/author/author_id/57209234116,SCOPUS_ID:85066924598,Princess Dianne A.,P.D.A.,Gonzales
114488272,57204427426,Pitogo V.,https://api.elsevier.com/content/author/author_id/57204427426,SCOPUS_ID:85066631739,Vicente,V.,Pitogo
60071429,56052157300,Alampay E.,https://api.elsevier.com/content/author/author_id/56052157300,SCOPUS_ID:85066620680,Erwin A.,E.A.,Alampay
120457710,57201378181,Trinidad J.,https://api.elsevier.com/content/author/author_id/57201378181,SCOPUS_ID:85066051532,Joventino T.,J.T.,Trinidad
60120633,57208887408,Marzan R.,https://api.elsevier.com/content/author/author_id/57208887408,SCOPUS_ID:85066038299,Richard M.,R.M.,Marzan
60120633,54407677800,Sison A.,https://api.elsevier.com/content/author/author_id/54407677800,SCOPUS_ID:85066038299,Ariel M.,A.M.,Sison
120457710,57201384372,Llanda C.,https://api.elsevier.com/content/author/author_id/57201384372,SCOPUS_ID:85066032734,Christopher John R.,C.J.R.,Llanda
120457710,57201374260,Talingdan J.,https://api.elsevier.com/content/author/author_id/57201374260,SCOPUS_ID:85066017230,Janelyn A.,J.A.,Talingdan
114262255,57208885293,Gu Y.,https://api.elsevier.com/content/author/author_id/57208885293,SCOPUS_ID:85066016408,Yuanhu,Y.,Gu
114262255,56904198800,Palaoag T.,https://api.elsevier.com/content/author/author_id/56904198800,SCOPUS_ID:85066016408,Thelma Domingo,T.D.,Palaoag
122564876,57208883472,Gumiran J.,https://api.elsevier.com/content/author/author_id/57208883472,SCOPUS_ID:85066011100,Joel M.,J.M.,Gumiran
122564876,57208885316,Gumiran C.,https://api.elsevier.com/content/author/author_id/57208885316,SCOPUS_ID:85066011100,Cherry R.,C.R.,Gumiran
60104319,57208774122,Supangan R.,https://api.elsevier.com/content/author/author_id/57208774122,SCOPUS_ID:85065801353,Renz Anthony,R.A.,Supangan
60104319,57208783720,Acosta L.,https://api.elsevier.com/content/author/author_id/57208783720,SCOPUS_ID:85065801353,Leo Alfred S.,L.A.S.,Acosta
60104319,57208774763,Amarado J.,https://api.elsevier.com/content/author/author_id/57208774763,SCOPUS_ID:85065801353,Jose Lorenzo S.,J.L.S.,Amarado
60104319,57208326489,Blancaflor E.,https://api.elsevier.com/content/author/author_id/57208326489,SCOPUS_ID:85065801353,Eric B.,E.B.,Blancaflor
60104319,36344067500,Samonte M.,https://api.elsevier.com/content/author/author_id/36344067500,SCOPUS_ID:85065801353,Mary Jane C.,M.J.C.,Samonte
60071464,16687078900,Seva R.,https://api.elsevier.com/content/author/author_id/16687078900,SCOPUS_ID:85065798901,Rosemary R.,R.R.,Seva
60104319,57193578866,Balbin J.,https://api.elsevier.com/content/author/author_id/57193578866,SCOPUS_ID:85065784642,Jessie R.,J.R.,Balbin
60104319,57208777349,Alday J.,https://api.elsevier.com/content/author/author_id/57208777349,SCOPUS_ID:85065784642,Judy Ann I.,J.A.I.,Alday
60104319,57208780772,Aquino C.,https://api.elsevier.com/content/author/author_id/57208780772,SCOPUS_ID:85065784642,Charmine O.,C.O.,Aquino
60104319,57208773858,Quintana M.,https://api.elsevier.com/content/author/author_id/57208773858,SCOPUS_ID:85065784642,Mae Flor G.,M.F.G.,Quintana
60104319,36344067500,Samonte M.,https://api.elsevier.com/content/author/author_id/36344067500,SCOPUS_ID:85065771468,Mary Jane C.,M.J.C.,Samonte
60104319,57208783425,Guce F.,https://api.elsevier.com/content/author/author_id/57208783425,SCOPUS_ID:85065771468,Frances Casey D.,F.C.D.,Guce
60104319,57208783793,Peraja J.,https://api.elsevier.com/content/author/author_id/57208783793,SCOPUS_ID:85065771468,Janina Mikaela P.,J.M.P.,Peraja
60104319,57208783149,Sambile G.,https://api.elsevier.com/content/author/author_id/57208783149,SCOPUS_ID:85065771468,Gwynel Daniel V.,G.D.V.,Sambile
60071464,16687078900,Seva R.,https://api.elsevier.com/content/author/author_id/16687078900,SCOPUS_ID:85065762615,Rosemary R.,R.R.,Seva
60071464,57208781314,Carandang C.,https://api.elsevier.com/content/author/author_id/57208781314,SCOPUS_ID:85065762615,Carmi,C.,Carandang
60071464,57208772144,Lim K.,https://api.elsevier.com/content/author/author_id/57208772144,SCOPUS_ID:85065762615,Katrina,K.,Lim
60071464,57208782053,Khoo J.,https://api.elsevier.com/content/author/author_id/57208782053,SCOPUS_ID:85065762615,Jade Marie,J.M.,Khoo
60071464,18036970700,Gutierrez A.,https://api.elsevier.com/content/author/author_id/18036970700,SCOPUS_ID:85065762615,Alma Maria Jennifer A.,A.M.J.A.,Gutierrez
60071464,56771460600,Tangsoc J.,https://api.elsevier.com/content/author/author_id/56771460600,SCOPUS_ID:85065762615,Jazmin C.,J.C.,Tangsoc
60104319,36344067500,Samonte M.,https://api.elsevier.com/content/author/author_id/36344067500,SCOPUS_ID:85065760070,Mary Jane C.,M.J.C.,Samonte
122523794,57203455054,Maliberan E.,https://api.elsevier.com/content/author/author_id/57203455054,SCOPUS_ID:85065521021,Esmael V.,E.V.,Maliberan
60120633,57204127050,Alba F.,https://api.elsevier.com/content/author/author_id/57204127050,SCOPUS_ID:85065513099,Felomino P.,F.P.,Alba
60120633,54917468100,Festijo E.,https://api.elsevier.com/content/author/author_id/54917468100,SCOPUS_ID:85065513099,Enrique D.,E.D.,Festijo
60120633,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85065513099,Ruji P.,R.P.,Medina
116698204,57189372539,Lirag M.,https://api.elsevier.com/content/author/author_id/57189372539,SCOPUS_ID:85065499759,Ma Teresa B.,M.T.B.,Lirag
60071464,54981663000,Cordel M.,https://api.elsevier.com/content/author/author_id/54981663000,SCOPUS_ID:85065027158,Macario O.,M.O.,Cordel
60071464,6603344705,Azcarraga A.,https://api.elsevier.com/content/author/author_id/6603344705,SCOPUS_ID:85065027158,Arnulfo P.,A.P.,Azcarraga
60089576,57194062083,Labao A.,https://api.elsevier.com/content/author/author_id/57194062083,SCOPUS_ID:85064531694,Alfonso B.,A.B.,Labao
60089576,15045386000,Naval P.,https://api.elsevier.com/content/author/author_id/15045386000,SCOPUS_ID:85064531694,Prospero C.,P.C.,Naval
60071491,57208178632,Dorado D.,https://api.elsevier.com/content/author/author_id/57208178632,SCOPUS_ID:85064051302,Dan Anthony D.,D.A.D.,Dorado
60071491,57201347905,Obille K.,https://api.elsevier.com/content/author/author_id/57201347905,SCOPUS_ID:85064051302,Kathleen Lourdes B.,K.L.B.,Obille
60071491,57208175074,Garcia R.,https://api.elsevier.com/content/author/author_id/57208175074,SCOPUS_ID:85064051302,Rhianne Patricia P.,R.P.P.,Garcia
60071491,57208176643,Olgado B.,https://api.elsevier.com/content/author/author_id/57208176643,SCOPUS_ID:85064051302,Benedict Salazar,B.S.,Olgado
60071439,57189095952,Velasco L.,https://api.elsevier.com/content/author/author_id/57189095952,SCOPUS_ID:85063740111,Lemuel Clark P.,L.C.P.,Velasco
60071439,23973665600,Serquiña R.,https://api.elsevier.com/content/author/author_id/23973665600,SCOPUS_ID:85063740111,Ruth P.,R.P.,Serquiña
60071439,57208085772,Zamad M.,https://api.elsevier.com/content/author/author_id/57208085772,SCOPUS_ID:85063740111,Mohammad Shahin A.Abdul,M.S.A.A.,Zamad
60071439,57208083715,Juanico B.,https://api.elsevier.com/content/author/author_id/57208083715,SCOPUS_ID:85063740111,Bryan F.,B.F.,Juanico
60071439,57208080361,Lomocso J.,https://api.elsevier.com/content/author/author_id/57208080361,SCOPUS_ID:85063740111,Junneil C.,J.C.,Lomocso
60071464,57208082974,Leapheng U.,https://api.elsevier.com/content/author/author_id/57208082974,SCOPUS_ID:85063727760,Uon,U.,Leapheng
60071464,57208081614,Ng C.,https://api.elsevier.com/content/author/author_id/57208081614,SCOPUS_ID:85063727760,Calvin Alexander,C.A.,Ng
60071464,57208083787,Ng F.,https://api.elsevier.com/content/author/author_id/57208083787,SCOPUS_ID:85063727760,Francis Gregory,F.G.,Ng
60071464,57208081351,Paduman S.,https://api.elsevier.com/content/author/author_id/57208081351,SCOPUS_ID:85063727760,Sharaful Ilmi,S.I.,Paduman
60071464,57194329774,Chua A.,https://api.elsevier.com/content/author/author_id/57194329774,SCOPUS_ID:85063727760,Alvin,A.,Chua
60104319,57208060986,Azusano I.,https://api.elsevier.com/content/author/author_id/57208060986,SCOPUS_ID:85063669118,Ian Paolo I.,I.P.I.,Azusano
60104319,57208050010,Memije R.,https://api.elsevier.com/content/author/author_id/57208050010,SCOPUS_ID:85063669118,Raymund Angelo C.,R.A.C.,Memije
60104319,36446886100,Tayo L.,https://api.elsevier.com/content/author/author_id/36446886100,SCOPUS_ID:85063669118,Lemmuel L.,L.L.,Tayo
60104319,57202494372,De Goma J.,https://api.elsevier.com/content/author/author_id/57202494372,SCOPUS_ID:85063668815,Joel C.,J.C.,De Goma
60104319,57208050006,Jamias J.,https://api.elsevier.com/content/author/author_id/57208050006,SCOPUS_ID:85063668815,Joel Roy V.,J.R.V.,Jamias
60104319,57208053584,Kwong A.,https://api.elsevier.com/content/author/author_id/57208053584,SCOPUS_ID:85063668815,Anthony H.,A.H.,Kwong
60104319,57208051015,Salvador J.,https://api.elsevier.com/content/author/author_id/57208051015,SCOPUS_ID:85063668815,Jessica Mae S.,J.M.S.,Salvador
60104902,57193270687,Mabuan R.,https://api.elsevier.com/content/author/author_id/57193270687,SCOPUS_ID:85063594395,Romualdo A.,R.A.,Mabuan
60104902,57201475040,Ebron G.,https://api.elsevier.com/content/author/author_id/57201475040,SCOPUS_ID:85063594395,Gregorio P.,G.P.,Ebron
60120695,57207944981,Agustin E.,https://api.elsevier.com/content/author/author_id/57207944981,SCOPUS_ID:85063343159,Erovita T.B.,E.T.B.,Agustin
60120695,57195998119,Tindowen D.,https://api.elsevier.com/content/author/author_id/57195998119,SCOPUS_ID:85063343159,Darin J.C.,D.J.C.,Tindowen
60109121,57207313890,Vasquez J.,https://api.elsevier.com/content/author/author_id/57207313890,SCOPUS_ID:85062408826,Jestoni G.,J.G.,Vasquez
60109121,57190739448,Comendador B.,https://api.elsevier.com/content/author/author_id/57190739448,SCOPUS_ID:85062408826,Benilda Eleonor V.,B.E.V.,Comendador
60109121,57207306646,Siñel1 I.,https://api.elsevier.com/content/author/author_id/57207306646,SCOPUS_ID:85062396466,Ian Dexter M.,I.D.M.,Siñel1
60109121,57190739448,Comendador B.,https://api.elsevier.com/content/author/author_id/57190739448,SCOPUS_ID:85062396466,Benilda Eleonor V.,B.E.V.,Comendador
60071491,57205415158,Oca G.,https://api.elsevier.com/content/author/author_id/57205415158,SCOPUS_ID:85061824462,Gilbert M.,G.M.,Oca
60071491,6507330924,Almoro P.,https://api.elsevier.com/content/author/author_id/6507330924,SCOPUS_ID:85061824462,Percival F.,P.F.,Almoro
60071491,57195634709,San Buenaventura C.,https://api.elsevier.com/content/author/author_id/57195634709,SCOPUS_ID:85059961499,Charlene V.,C.V.,San Buenaventura
60071491,36466956600,Tiglao N.,https://api.elsevier.com/content/author/author_id/36466956600,SCOPUS_ID:85059961499,Nestor Michael C.,N.M.C.,Tiglao
60071491,8220749100,Atienza R.,https://api.elsevier.com/content/author/author_id/8220749100,SCOPUS_ID:85059961499,Rowel O.,R.O.,Atienza
60071491,57205417768,Mendoza J.,https://api.elsevier.com/content/author/author_id/57205417768,SCOPUS_ID:85059939677,Jose Marie,J.M.,Mendoza
60071491,57190289908,Tan V.,https://api.elsevier.com/content/author/author_id/57190289908,SCOPUS_ID:85059939677,Vanessa,V.,Tan
60071491,56446510800,Fuentes V.,https://api.elsevier.com/content/author/author_id/56446510800,SCOPUS_ID:85059939677,Vivencio,V.,Fuentes
60071491,57205418660,Perez G.,https://api.elsevier.com/content/author/author_id/57205418660,SCOPUS_ID:85059939677,Gabriel,G.,Perez
60071491,36466956600,Tiglao N.,https://api.elsevier.com/content/author/author_id/36466956600,SCOPUS_ID:85059939677,Nestor Michael,N.M.,Tiglao
60089610,57205099747,Buctuanon M.,https://api.elsevier.com/content/author/author_id/57205099747,SCOPUS_ID:85058542068,Marisa M.,M.M.,Buctuanon
60089610,57205099340,Alegado J.,https://api.elsevier.com/content/author/author_id/57205099340,SCOPUS_ID:85058542068,Joana Claire,J.C.,Alegado
60089610,57205093862,Daculan J.,https://api.elsevier.com/content/author/author_id/57205093862,SCOPUS_ID:85058542068,Jessah,J.,Daculan
60089610,57205102894,Ponce L.,https://api.elsevier.com/content/author/author_id/57205102894,SCOPUS_ID:85058542068,Lauren Christy,L.C.,Ponce
115346298,56685889900,Caluza L.,https://api.elsevier.com/content/author/author_id/56685889900,SCOPUS_ID:85058149015,Las Johansen Balios,L.J.B.,Caluza
60071464,57203569268,Polancos R.,https://api.elsevier.com/content/author/author_id/57203569268,SCOPUS_ID:85052317947,Ronaldo V.,R.V.,Polancos
60071464,16687078900,Seva R.,https://api.elsevier.com/content/author/author_id/16687078900,SCOPUS_ID:85052315006,Rosemary R.,R.R.,Seva
60071464,57203567664,Apolonio J.,https://api.elsevier.com/content/author/author_id/57203567664,SCOPUS_ID:85052315006,Justin Joseph M.,J.J.M.,Apolonio
60071464,57203572019,Go A.,https://api.elsevier.com/content/author/author_id/57203572019,SCOPUS_ID:85052315006,Ailea Kamille L.,A.K.L.,Go
60071464,57203570604,Puesta K.,https://api.elsevier.com/content/author/author_id/57203570604,SCOPUS_ID:85052315006,Katrina Anne G.,K.A.G.,Puesta
60071464,16687078900,Seva R.,https://api.elsevier.com/content/author/author_id/16687078900,SCOPUS_ID:85052305550,Rosemary R.,R.R.,Seva
60071464,18036970700,Gutierrez A.,https://api.elsevier.com/content/author/author_id/18036970700,SCOPUS_ID:85052120630,Alma Maria Jennifer A.,A.M.J.A.,Gutierrez
60071464,57203536670,Arsua A.,https://api.elsevier.com/content/author/author_id/57203536670,SCOPUS_ID:85052120630,Aena Camille M.,A.C.M.,Arsua
60071464,57203527944,Capuno Y.,https://api.elsevier.com/content/author/author_id/57203527944,SCOPUS_ID:85052120630,Yna Dominique V.,Y.D.V.,Capuno
60071464,57203531555,Castillo E.,https://api.elsevier.com/content/author/author_id/57203531555,SCOPUS_ID:85052120630,Emilio Joaquin R.,E.J.R.,Castillo
60071464,57203461195,Go E.,https://api.elsevier.com/content/author/author_id/57203461195,SCOPUS_ID:85051779432,Erika Mae,E.M.,Go
60071464,57196262253,Ong K.,https://api.elsevier.com/content/author/author_id/57196262253,SCOPUS_ID:85051779432,Karl Benedict,K.B.,Ong
60071464,57201555735,Juan J.,https://api.elsevier.com/content/author/author_id/57201555735,SCOPUS_ID:85051779432,Jayne Lois San,J.L.S.,Juan
60071464,57201554177,Sia W.,https://api.elsevier.com/content/author/author_id/57201554177,SCOPUS_ID:85051779432,Wendy Gail,W.G.,Sia
60071464,57201551509,Tiu R.,https://api.elsevier.com/content/author/author_id/57201551509,SCOPUS_ID:85051779432,Rendell Heindrick,R.H.,Tiu
60071464,57196259889,Li R.,https://api.elsevier.com/content/author/author_id/57196259889,SCOPUS_ID:85051779432,Richard,R.,Li
60104319,55445414700,Robielos R.,https://api.elsevier.com/content/author/author_id/55445414700,SCOPUS_ID:85051776924,Rex Aurelius C.,R.A.C.,Robielos
60104319,57203463226,Sambua K.,https://api.elsevier.com/content/author/author_id/57203463226,SCOPUS_ID:85051776924,Karla Coleen A.,K.C.A.,Sambua
60104319,57203463385,Fernandez J.,https://api.elsevier.com/content/author/author_id/57203463385,SCOPUS_ID:85051776924,Joanna G.,J.G.,Fernandez
60104319,57203457601,Borres R.,https://api.elsevier.com/content/author/author_id/57203457601,SCOPUS_ID:85051761402,Rianina D.,R.D.,Borres
60104319,57203459816,Lim J.,https://api.elsevier.com/content/author/author_id/57203459816,SCOPUS_ID:85051761402,John Ulric,J.U.,Lim
60104319,55445414700,Robielos R.,https://api.elsevier.com/content/author/author_id/55445414700,SCOPUS_ID:85051761402,Rex Aurelius,R.A.,Robielos
60104319,57203462143,Pacaña M.,https://api.elsevier.com/content/author/author_id/57203462143,SCOPUS_ID:85051761402,Marquin Jose,M.J.,Pacaña
110274002,57202886771,Capulong M.,https://api.elsevier.com/content/author/author_id/57202886771,SCOPUS_ID:85049695085,Ma Angelica,M.A.,Capulong
110274002,57202894726,Monteclaro I.,https://api.elsevier.com/content/author/author_id/57202894726,SCOPUS_ID:85049695085,Isabella Nicole,I.N.,Monteclaro
110274002,57202891745,Semon A.,https://api.elsevier.com/content/author/author_id/57202891745,SCOPUS_ID:85049695085,Aida Sabrina,A.S.,Semon
110274002,57194710789,Sedilla K.,https://api.elsevier.com/content/author/author_id/57194710789,SCOPUS_ID:85049695085,Keneth,K.,Sedilla
60071491,57202889986,Fausto C.,https://api.elsevier.com/content/author/author_id/57202889986,SCOPUS_ID:85049690242,Carlos Miguel A.,C.M.A.,Fausto
60071491,57202891144,Cua V.,https://api.elsevier.com/content/author/author_id/57202891144,SCOPUS_ID:85049690242,Vhon Cedric S.,V.C.S.,Cua
60071491,57202888861,Yutuc B.,https://api.elsevier.com/content/author/author_id/57202888861,SCOPUS_ID:85049690242,Bryan M.,B.M.,Yutuc
60071491,57191071240,Custodio B.,https://api.elsevier.com/content/author/author_id/57191071240,SCOPUS_ID:85049690242,Benette P.,B.P.,Custodio
110274002,57202890565,De Lumen A.,https://api.elsevier.com/content/author/author_id/57202890565,SCOPUS_ID:85049686643,Andre Bernan,A.B.,De Lumen
110274002,57202888973,Lim R.,https://api.elsevier.com/content/author/author_id/57202888973,SCOPUS_ID:85049686643,Reigniel Andrew,R.A.,Lim
110274002,57202892468,Orosa K.,https://api.elsevier.com/content/author/author_id/57202892468,SCOPUS_ID:85049686643,Kenneth,K.,Orosa
110274002,57202889109,Paralleon D.,https://api.elsevier.com/content/author/author_id/57202889109,SCOPUS_ID:85049686643,Dranreb,D.,Paralleon
110274002,57194710789,Sedilla K.,https://api.elsevier.com/content/author/author_id/57194710789,SCOPUS_ID:85049686643,Keneth,K.,Sedilla
110274002,57202891088,Alquiros N.,https://api.elsevier.com/content/author/author_id/57202891088,SCOPUS_ID:85049686288,Nikko Alexander,N.A.,Alquiros
110274002,57202888791,Bernales J.,https://api.elsevier.com/content/author/author_id/57202888791,SCOPUS_ID:85049686288,Josiah John,J.J.,Bernales
110274002,57202887381,Dakay P.,https://api.elsevier.com/content/author/author_id/57202887381,SCOPUS_ID:85049686288,Pericles,P.,Dakay
110274002,57202893918,Galang I.,https://api.elsevier.com/content/author/author_id/57202893918,SCOPUS_ID:85049686288,Ivan John,I.J.,Galang
110274002,57202887474,Olmos E.,https://api.elsevier.com/content/author/author_id/57202887474,SCOPUS_ID:85049686288,Edwin,E.,Olmos
110274002,57194710789,Sedilla K.,https://api.elsevier.com/content/author/author_id/57194710789,SCOPUS_ID:85049686288,Keneth,K.,Sedilla
60071494,57202892646,Buna C.,https://api.elsevier.com/content/author/author_id/57202892646,SCOPUS_ID:85049681901,Christian Earl J.,C.E.J.,Buna
60071494,57202790096,Caroche M.,https://api.elsevier.com/content/author/author_id/57202790096,SCOPUS_ID:85049681901,Maria Liezel P.,M.L.P.,Caroche
60071494,57202893345,Adug C.,https://api.elsevier.com/content/author/author_id/57202893345,SCOPUS_ID:85049681901,Carlo T.,C.T.,Adug
60071494,57202890492,Mendoza C.,https://api.elsevier.com/content/author/author_id/57202890492,SCOPUS_ID:85049681901,Cyrus John P.,C.J.P.,Mendoza
60071494,57202890529,Peña J.,https://api.elsevier.com/content/author/author_id/57202890529,SCOPUS_ID:85049681901,Jericho Joseph R.,J.J.R.,Peña
60071494,57202886791,Villamil D.,https://api.elsevier.com/content/author/author_id/57202886791,SCOPUS_ID:85049681901,Daniel James P.,D.J.P.,Villamil
60071491,57202890154,Dizon M.,https://api.elsevier.com/content/author/author_id/57202890154,SCOPUS_ID:85049670178,Mary Criselle P.,M.C.P.,Dizon
60071491,57202889104,Pabua M.,https://api.elsevier.com/content/author/author_id/57202889104,SCOPUS_ID:85049670178,Maria Angela T.,M.A.T.,Pabua
60071491,57202890113,Garcia D.,https://api.elsevier.com/content/author/author_id/57202890113,SCOPUS_ID:85049670178,Donna Camille J.,D.C.J.,Garcia
60071491,57191071240,Custodio B.,https://api.elsevier.com/content/author/author_id/57191071240,SCOPUS_ID:85049670178,Benette P.,B.P.,Custodio
60089576,57202887452,Cohen M.,https://api.elsevier.com/content/author/author_id/57202887452,SCOPUS_ID:85049666966,Michael Angelo Patrick C.,M.A.P.C.,Cohen
60089576,57202887349,Daval-Santos D.,https://api.elsevier.com/content/author/author_id/57202887349,SCOPUS_ID:85049666966,Dominique T.,D.T.,Daval-Santos
60089576,57202889603,Santiago G.,https://api.elsevier.com/content/author/author_id/57202889603,SCOPUS_ID:85049666966,Gabriel Edwin F.,G.E.F.,Santiago
60089576,57191071240,Custodio B.,https://api.elsevier.com/content/author/author_id/57191071240,SCOPUS_ID:85049666966,Benette,B.,Custodio
60089576,57202889461,Beltran C.,https://api.elsevier.com/content/author/author_id/57202889461,SCOPUS_ID:85049664697,Christine Joyce D.,C.J.D.,Beltran
60089576,57202890035,Berunio D.,https://api.elsevier.com/content/author/author_id/57202890035,SCOPUS_ID:85049664697,Danica Mae L.,D.M.L.,Berunio
60089576,57202889923,Calunsag M.,https://api.elsevier.com/content/author/author_id/57202889923,SCOPUS_ID:85049664697,Michael Karl M.,M.K.M.,Calunsag
100394533,57202867220,Asuncion A.,https://api.elsevier.com/content/author/author_id/57202867220,SCOPUS_ID:85049657331,Angelica,A.,Asuncion
100394533,57202864035,de Guzman F.,https://api.elsevier.com/content/author/author_id/57202864035,SCOPUS_ID:85049657331,Francine Gail,F.G.,de Guzman
100394533,57202874343,Luto F.,https://api.elsevier.com/content/author/author_id/57202874343,SCOPUS_ID:85049657331,Fatima Mae,F.M.,Luto
100394533,57194710789,Sedilla K.,https://api.elsevier.com/content/author/author_id/57194710789,SCOPUS_ID:85049657331,Keneth,K.,Sedilla
60071494,57202874172,Canaria J.,https://api.elsevier.com/content/author/author_id/57202874172,SCOPUS_ID:85049649292,Jannie Lou,J.L.,Canaria
60071494,57202875286,Croox J.,https://api.elsevier.com/content/author/author_id/57202875286,SCOPUS_ID:85049649292,John Bernard,J.B.,Croox
60071494,57202873369,Dayao A.,https://api.elsevier.com/content/author/author_id/57202873369,SCOPUS_ID:85049649292,Adam Hans,A.H.,Dayao
60071494,57202867656,Macatangay J.,https://api.elsevier.com/content/author/author_id/57202867656,SCOPUS_ID:85049649292,John Russel,J.R.,Macatangay
60071494,57202869807,Vinluan R.,https://api.elsevier.com/content/author/author_id/57202869807,SCOPUS_ID:85049649292,Ryan,R.,Vinluan
60071494,57191754914,Mariano L.,https://api.elsevier.com/content/author/author_id/57191754914,SCOPUS_ID:85049649292,Lizbeth,L.,Mariano
60071491,57202869264,Montefalcon M.,https://api.elsevier.com/content/author/author_id/57202869264,SCOPUS_ID:85049642665,Moreen Ann M.,M.A.M.,Montefalcon
60071491,57202871819,Cruz R.,https://api.elsevier.com/content/author/author_id/57202871819,SCOPUS_ID:85049642665,Robin Lawrence I.,R.L.I.,Cruz
60071491,57202872039,Inocencio M.,https://api.elsevier.com/content/author/author_id/57202872039,SCOPUS_ID:85049642665,Marian Nicole J.,M.N.J.,Inocencio
60071491,57191738807,Portus A.,https://api.elsevier.com/content/author/author_id/57191738807,SCOPUS_ID:85049642665,Alyssa Jean,A.J.,Portus
60071491,57202864855,Lim B.,https://api.elsevier.com/content/author/author_id/57202864855,SCOPUS_ID:85049624332,Beatrice Anne G.,B.A.G.,Lim
60071491,57202870026,Cueto M.,https://api.elsevier.com/content/author/author_id/57202870026,SCOPUS_ID:85049624332,Maria Kyla Lyn P.,M.K.L.P.,Cueto
60071491,57202865640,Co V.,https://api.elsevier.com/content/author/author_id/57202865640,SCOPUS_ID:85049624332,Vanessa Carl S.,V.C.S.,Co
60071491,57191071240,Custodio B.,https://api.elsevier.com/content/author/author_id/57191071240,SCOPUS_ID:85049624332,Benette P.,B.P.,Custodio
60071491,57202873506,Valdez I.,https://api.elsevier.com/content/author/author_id/57202873506,SCOPUS_ID:85049607243,Ivan Joseph,I.J.,Valdez
60071491,57202864701,Reyes L.,https://api.elsevier.com/content/author/author_id/57202864701,SCOPUS_ID:85049607243,Lorenzo Javier,L.J.,Reyes
60071491,57202867045,Sobremonte J.,https://api.elsevier.com/content/author/author_id/57202867045,SCOPUS_ID:85049607243,John Roger,J.R.,Sobremonte
60071491,57191738807,Portus A.,https://api.elsevier.com/content/author/author_id/57191738807,SCOPUS_ID:85049607243,Alyssa Jean,A.J.,Portus
60120633,57202854640,Tolentino J.,https://api.elsevier.com/content/author/author_id/57202854640,SCOPUS_ID:85049576101,Joven A.,J.A.,Tolentino
60120633,8935281500,Gerardo B.,https://api.elsevier.com/content/author/author_id/8935281500,SCOPUS_ID:85049576101,Bobby D.,B.D.,Gerardo
60120633,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85049576101,Ruji P.,R.P.,Medina
60120633,57202859150,Olalia R.,https://api.elsevier.com/content/author/author_id/57202859150,SCOPUS_ID:85049563418,Romulo L.,R.L.,Olalia
60120633,54407677800,Sison A.,https://api.elsevier.com/content/author/author_id/54407677800,SCOPUS_ID:85049563418,Ariel M.,A.M.,Sison
60120633,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85049563418,Ruji P.,R.P.,Medina
60108105,57202831252,Isip J.,https://api.elsevier.com/content/author/author_id/57202831252,SCOPUS_ID:85049510704,John Paolo,J.P.,Isip
60108105,57194712127,Caparas H.,https://api.elsevier.com/content/author/author_id/57194712127,SCOPUS_ID:85049510704,Hazel,H.,Caparas
60071491,57202792662,Sandoval S.,https://api.elsevier.com/content/author/author_id/57202792662,SCOPUS_ID:85049369330,Sophia,S.,Sandoval
60071491,57202791120,Roco R.,https://api.elsevier.com/content/author/author_id/57202791120,SCOPUS_ID:85049369330,Russel Avery,R.A.,Roco
60071491,57202792258,Jarque K.,https://api.elsevier.com/content/author/author_id/57202792258,SCOPUS_ID:85049369330,Kyle Matthew,K.M.,Jarque
60071491,57191071240,Custodio B.,https://api.elsevier.com/content/author/author_id/57191071240,SCOPUS_ID:85049369330,Benette,B.,Custodio
60071494,57202789555,Villanueva M.,https://api.elsevier.com/content/author/author_id/57202789555,SCOPUS_ID:85049360712,Marc Edelbert,M.E.,Villanueva
60071494,57202790096,Caroche M.,https://api.elsevier.com/content/author/author_id/57202790096,SCOPUS_ID:85049360712,Maria Liezel,M.L.,Caroche
60071494,57202791709,Ani A.,https://api.elsevier.com/content/author/author_id/57202791709,SCOPUS_ID:85049360712,Angelo,A.,Ani
60071494,57202792435,Ramirez M.,https://api.elsevier.com/content/author/author_id/57202792435,SCOPUS_ID:85049360712,Micah,M.,Ramirez
