paperID,author1,author2,affiliation1,affiliation2,location,year
2-s2.0-85013195102,Chad Errol R Booc,Jaime D.L. Caro,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85013195102,Chara Mae D San Diego,Jaime D.L. Caro,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85013218859,Jannieca Camba,Roanna Ellise David,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85013218859,Jannieca Camba,Annette G. Lagman,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85013218859,Jannieca Camba,Jaime D.L. Caro,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85013218859,Roanna Ellise David,Annette G. Lagman,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85013218859,Roanna Ellise David,Jaime D.L. Caro,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85013218859,Annette G. Lagman,Jaime D.L. Caro,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85013197138,Perlita Gasmen,Geoffrey A. Solano,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85013218377,Patrick Leiniel H Domingo,Jaime D.L. Caro,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85013218377,Patrick Leiniel H Domingo,Lawrean Angeley A Fulcher,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85013218377,Jaime D.L. Caro,Lawrean Angeley A Fulcher,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85013149228,Elaine C. Iturralde,Mary Agnes B Jardeleza,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85013149228,Elaine C. Iturralde,Jaime D.L. Caro,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85013149228,Mary Agnes B Jardeleza,Jaime D.L. Caro,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85014097754,Neil Irwin Bernardo,Franz A. De Leon,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85016995749,Consorcia E. Reaño,Felino P. Lansigan,University of the Philippines - Los Baños,University of the Philippines - Los Baños,international,2016
2-s2.0-85016995749,Consorcia E. Reaño,Rolando G. Panopio,University of the Philippines - Los Baños,University of the Philippines - Los Baños,international,2016
2-s2.0-85016995749,Consorcia E. Reaño,Nathaniel C. Bantayan,University of the Philippines - Los Baños,University of the Philippines - Los Baños,international,2016
2-s2.0-85016995749,Felino P. Lansigan,Rolando G. Panopio,University of the Philippines - Los Baños,University of the Philippines - Los Baños,international,2016
2-s2.0-85016995749,Felino P. Lansigan,Nathaniel C. Bantayan,University of the Philippines - Los Baños,University of the Philippines - Los Baños,international,2016
2-s2.0-85016995749,Rolando G. Panopio,Nathaniel C. Bantayan,University of the Philippines - Los Baños,University of the Philippines - Los Baños,international,2016
2-s2.0-84978105963,Francis George C. Cabarle,Henry N. Adorna,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85003583766,Bess G. Singidas,Roland V. Sarmago,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85006337240,Argel A. Bandala,Gerard Ely U. Faelden,De La Salle University,De La Salle University,international,2016
2-s2.0-85006337240,Argel A. Bandala,Jose Martin Z. Maningo,De La Salle University,De La Salle University,international,2016
2-s2.0-85006337240,Argel A. Bandala,Reiichiro Christian S. Nakano,De La Salle University,De La Salle University,international,2016
2-s2.0-85006337240,Argel A. Bandala,Ryan Rhay P. Vicerra,De La Salle University,De La Salle University,international,2016
2-s2.0-85006337240,Argel A. Bandala,Elmer P. Dadios,De La Salle University,De La Salle University,international,2016
2-s2.0-85006337240,Gerard Ely U. Faelden,Jose Martin Z. Maningo,De La Salle University,De La Salle University,international,2016
2-s2.0-85006337240,Gerard Ely U. Faelden,Reiichiro Christian S. Nakano,De La Salle University,De La Salle University,international,2016
2-s2.0-85006337240,Gerard Ely U. Faelden,Ryan Rhay P. Vicerra,De La Salle University,De La Salle University,international,2016
2-s2.0-85006337240,Gerard Ely U. Faelden,Elmer P. Dadios,De La Salle University,De La Salle University,international,2016
2-s2.0-85006337240,Jose Martin Z. Maningo,Reiichiro Christian S. Nakano,De La Salle University,De La Salle University,international,2016
2-s2.0-85006337240,Jose Martin Z. Maningo,Ryan Rhay P. Vicerra,De La Salle University,De La Salle University,international,2016
2-s2.0-85006337240,Jose Martin Z. Maningo,Elmer P. Dadios,De La Salle University,De La Salle University,international,2016
2-s2.0-85006337240,Reiichiro Christian S. Nakano,Ryan Rhay P. Vicerra,De La Salle University,De La Salle University,international,2016
2-s2.0-85006337240,Reiichiro Christian S. Nakano,Elmer P. Dadios,De La Salle University,De La Salle University,international,2016
2-s2.0-85006337240,Ryan Rhay P. Vicerra,Elmer P. Dadios,De La Salle University,De La Salle University,international,2016
2-s2.0-85006954184,Ryan Anthony,J. De Belen,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85006954184,Ryan Anthony,Rowel O. Atienza,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85006954184,J. De Belen,Rowel O. Atienza,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85007170440,Arnulfo P. Azcarraga,Arturo P. Caronongan,De La Salle University,De La Salle University,international,2016
2-s2.0-84994047167,Alexis Richard C. Claridades,Jara Kaye S. Villanueva,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84994047167,Alexis Richard C. Claridades,Edgardo G. Macatulad,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84994047167,Jara Kaye S. Villanueva,Edgardo G. Macatulad,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84988813605,Caroline Natalie M Peralta,Jaderick P. Pabico,University of the Philippines - Los Baños,University of the Philippines - Los Baños,international,2016
2-s2.0-84989159347,Renann G. Baldovino,Gregg R. Garcia,De La Salle University,De La Salle University,international,2016
2-s2.0-84992059403,Carlo Migel Bautista,Clifford Austin Dy,De La Salle University,De La Salle University,international,2016
2-s2.0-84992059403,Carlo Migel Bautista,Miguel Iñigo Mañalac,De La Salle University,De La Salle University,international,2016
2-s2.0-84992059403,Carlo Migel Bautista,Raphael Angelo Orbe,De La Salle University,De La Salle University,international,2016
2-s2.0-84992059403,Carlo Migel Bautista,Macario O. Cordel II,De La Salle University,De La Salle University,international,2016
2-s2.0-84992059403,Clifford Austin Dy,Miguel Iñigo Mañalac,De La Salle University,De La Salle University,international,2016
2-s2.0-84992059403,Clifford Austin Dy,Raphael Angelo Orbe,De La Salle University,De La Salle University,international,2016
2-s2.0-84992059403,Clifford Austin Dy,Macario O. Cordel II,De La Salle University,De La Salle University,international,2016
2-s2.0-84992059403,Miguel Iñigo Mañalac,Raphael Angelo Orbe,De La Salle University,De La Salle University,international,2016
2-s2.0-84992059403,Miguel Iñigo Mañalac,Macario O. Cordel II,De La Salle University,De La Salle University,international,2016
2-s2.0-84992059403,Raphael Angelo Orbe,Macario O. Cordel II,De La Salle University,De La Salle University,international,2016
2-s2.0-84992061450,Jonathan Paul Cempron,Chudrack Salinas,De La Salle University,De La Salle University,international,2016
2-s2.0-84992061450,Jonathan Paul Cempron,Jonathan Benedict Gonzales,De La Salle University,De La Salle University,international,2016
2-s2.0-84992061450,Jonathan Paul Cempron,Roger Luis Uy,De La Salle University,De La Salle University,international,2016
2-s2.0-84992061450,Jonathan Paul Cempron,Yuuki Hayakawa,De La Salle University,De La Salle University,international,2016
2-s2.0-84992061450,Chudrack Salinas,Jonathan Benedict Gonzales,De La Salle University,De La Salle University,international,2016
2-s2.0-84992061450,Chudrack Salinas,Roger Luis Uy,De La Salle University,De La Salle University,international,2016
2-s2.0-84992061450,Chudrack Salinas,Yuuki Hayakawa,De La Salle University,De La Salle University,international,2016
2-s2.0-84992061450,Jonathan Benedict Gonzales,Roger Luis Uy,De La Salle University,De La Salle University,international,2016
2-s2.0-84992061450,Jonathan Benedict Gonzales,Yuuki Hayakawa,De La Salle University,De La Salle University,international,2016
2-s2.0-84992061450,Roger Luis Uy,Yuuki Hayakawa,De La Salle University,De La Salle University,international,2016
2-s2.0-84992028874,Ma. Angelica Capuz,Lorraine Policarpio,De La Salle University,De La Salle University,international,2016
2-s2.0-84992028874,Ma. Angelica Capuz,Brylle Joseph Quinto,De La Salle University,De La Salle University,international,2016
2-s2.0-84992028874,Ma. Angelica Capuz,Selwyn Emerson Reyes,De La Salle University,De La Salle University,international,2016
2-s2.0-84992028874,Ma. Angelica Capuz,Roger Luis Uy,De La Salle University,De La Salle University,international,2016
2-s2.0-84992028874,Lorraine Policarpio,Brylle Joseph Quinto,De La Salle University,De La Salle University,international,2016
2-s2.0-84992028874,Lorraine Policarpio,Selwyn Emerson Reyes,De La Salle University,De La Salle University,international,2016
2-s2.0-84992028874,Lorraine Policarpio,Roger Luis Uy,De La Salle University,De La Salle University,international,2016
2-s2.0-84992028874,Brylle Joseph Quinto,Selwyn Emerson Reyes,De La Salle University,De La Salle University,international,2016
2-s2.0-84992028874,Brylle Joseph Quinto,Roger Luis Uy,De La Salle University,De La Salle University,international,2016
2-s2.0-84992028874,Selwyn Emerson Reyes,Roger Luis Uy,De La Salle University,De La Salle University,international,2016
2-s2.0-84992089828,John Adriel Benolirao,Anton Jaie De Joya,De La Salle University,De La Salle University,international,2016
2-s2.0-84992089828,John Adriel Benolirao,Isaac Lim,De La Salle University,De La Salle University,international,2016
2-s2.0-84992089828,John Adriel Benolirao,Lois Klaryze Osayta,De La Salle University,De La Salle University,international,2016
2-s2.0-84992089828,John Adriel Benolirao,Macario O. Cordel II,De La Salle University,De La Salle University,international,2016
2-s2.0-84992089828,Anton Jaie De Joya,Isaac Lim,De La Salle University,De La Salle University,international,2016
2-s2.0-84992089828,Anton Jaie De Joya,Lois Klaryze Osayta,De La Salle University,De La Salle University,international,2016
2-s2.0-84992089828,Anton Jaie De Joya,Macario O. Cordel II,De La Salle University,De La Salle University,international,2016
2-s2.0-84992089828,Isaac Lim,Lois Klaryze Osayta,De La Salle University,De La Salle University,international,2016
2-s2.0-84992089828,Isaac Lim,Macario O. Cordel II,De La Salle University,De La Salle University,international,2016
2-s2.0-84992089828,Lois Klaryze Osayta,Macario O. Cordel II,De La Salle University,De La Salle University,international,2016
2-s2.0-84992135106,Daniel Stanley Tan,Robertneil Leong,De La Salle University,De La Salle University,international,2016
2-s2.0-84992135106,Daniel Stanley Tan,Ann Franchesca B. Laguna,De La Salle University,De La Salle University,international,2016
2-s2.0-84992135106,Daniel Stanley Tan,Courtney Ngo,De La Salle University,De La Salle University,international,2016
2-s2.0-84992135106,Daniel Stanley Tan,Angelyn Lao,De La Salle University,De La Salle University,international,2016
2-s2.0-84992135106,Daniel Stanley Tan,Divina Medina Amalin,De La Salle University,De La Salle University,international,2016
2-s2.0-84992135106,Robertneil Leong,Ann Franchesca B. Laguna,De La Salle University,De La Salle University,international,2016
2-s2.0-84992135106,Robertneil Leong,Courtney Ngo,De La Salle University,De La Salle University,international,2016
2-s2.0-84992135106,Robertneil Leong,Angelyn Lao,De La Salle University,De La Salle University,international,2016
2-s2.0-84992135106,Robertneil Leong,Divina Medina Amalin,De La Salle University,De La Salle University,international,2016
2-s2.0-84992135106,Ann Franchesca B. Laguna,Courtney Ngo,De La Salle University,De La Salle University,international,2016
2-s2.0-84992135106,Ann Franchesca B. Laguna,Angelyn Lao,De La Salle University,De La Salle University,international,2016
2-s2.0-84992135106,Ann Franchesca B. Laguna,Divina Medina Amalin,De La Salle University,De La Salle University,international,2016
2-s2.0-84992135106,Courtney Ngo,Angelyn Lao,De La Salle University,De La Salle University,international,2016
2-s2.0-84992135106,Courtney Ngo,Divina Medina Amalin,De La Salle University,De La Salle University,international,2016
2-s2.0-84992135106,Angelyn Lao,Divina Medina Amalin,De La Salle University,De La Salle University,international,2016
2-s2.0-84960157497,Josyl Mariela B. Rocamora,Jhoanna Rhodette Ibabao Pedrasa,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84931078623,Francis George C. Cabarle,Henry N. Adorna,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84979992302,John Raymond Barajas,Florinda T. Bacani,De La Salle University,De La Salle University,international,2016
2-s2.0-84979992302,John Raymond Barajas,Raymond R. Tan,De La Salle University,De La Salle University,international,2016
2-s2.0-84979992302,John Raymond Barajas,Aileen H. Orbecido,De La Salle University,De La Salle University,international,2016
2-s2.0-84979992302,John Raymond Barajas,Luis F. Razón,De La Salle University,De La Salle University,international,2016
2-s2.0-84979992302,John Raymond Barajas,Michelle Almendrala,De La Salle University,De La Salle University,international,2016
2-s2.0-84979992302,Florinda T. Bacani,Raymond R. Tan,De La Salle University,De La Salle University,international,2016
2-s2.0-84979992302,Florinda T. Bacani,Aileen H. Orbecido,De La Salle University,De La Salle University,international,2016
2-s2.0-84979992302,Florinda T. Bacani,Luis F. Razón,De La Salle University,De La Salle University,international,2016
2-s2.0-84979992302,Florinda T. Bacani,Michelle Almendrala,De La Salle University,De La Salle University,international,2016
2-s2.0-84979992302,Raymond R. Tan,Aileen H. Orbecido,De La Salle University,De La Salle University,international,2016
2-s2.0-84979992302,Raymond R. Tan,Luis F. Razón,De La Salle University,De La Salle University,international,2016
2-s2.0-84979992302,Raymond R. Tan,Michelle Almendrala,De La Salle University,De La Salle University,international,2016
2-s2.0-84979992302,Aileen H. Orbecido,Luis F. Razón,De La Salle University,De La Salle University,international,2016
2-s2.0-84979992302,Aileen H. Orbecido,Michelle Almendrala,De La Salle University,De La Salle University,international,2016
2-s2.0-84979992302,Luis F. Razón,Michelle Almendrala,De La Salle University,De La Salle University,international,2016
2-s2.0-84978872973,Christine C. Balili,Ma Caryssa C Sobrepeña,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84978872973,Christine C. Balili,Prospero C. Naval Jr.,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84978872973,Ma Caryssa C Sobrepeña,Prospero C. Naval Jr.,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84978513256,Elmer R. Magsino,Franchesca Agatha V Beltran,De La Salle University,De La Salle University,international,2016
2-s2.0-84978513256,Elmer R. Magsino,Hazel Anne P Cruzat,De La Salle University,De La Salle University,international,2016
2-s2.0-84978513256,Elmer R. Magsino,Gia Nadine M De Sagun,De La Salle University,De La Salle University,international,2016
2-s2.0-84978513256,Franchesca Agatha V Beltran,Hazel Anne P Cruzat,De La Salle University,De La Salle University,international,2016
2-s2.0-84978513256,Franchesca Agatha V Beltran,Gia Nadine M De Sagun,De La Salle University,De La Salle University,international,2016
2-s2.0-84978513256,Hazel Anne P Cruzat,Gia Nadine M De Sagun,De La Salle University,De La Salle University,international,2016
2-s2.0-84978873488,Jason Disuanco,Vanessa Tan,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84978873488,Jason Disuanco,Franz A. De Leon,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84978873488,Vanessa Tan,Franz A. De Leon,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84973571079,Ann E. Dulay,Ralph Ian R Astillero,De La Salle University,De La Salle University,international,2016
2-s2.0-84973571079,Ann E. Dulay,Patrick Guillano P La Rosa,De La Salle University,De La Salle University,international,2016
2-s2.0-84973571079,Ann E. Dulay,Rex John Lewis L Tan,De La Salle University,De La Salle University,international,2016
2-s2.0-84973571079,Ann E. Dulay,Andre D. Tapang,De La Salle University,De La Salle University,international,2016
2-s2.0-84973571079,Ralph Ian R Astillero,Patrick Guillano P La Rosa,De La Salle University,De La Salle University,international,2016
2-s2.0-84973571079,Ralph Ian R Astillero,Rex John Lewis L Tan,De La Salle University,De La Salle University,international,2016
2-s2.0-84973571079,Ralph Ian R Astillero,Andre D. Tapang,De La Salle University,De La Salle University,international,2016
2-s2.0-84973571079,Patrick Guillano P La Rosa,Rex John Lewis L Tan,De La Salle University,De La Salle University,international,2016
2-s2.0-84973571079,Patrick Guillano P La Rosa,Andre D. Tapang,De La Salle University,De La Salle University,international,2016
2-s2.0-84973571079,Rex John Lewis L Tan,Andre D. Tapang,De La Salle University,De La Salle University,international,2016
2-s2.0-84966668509,Adelson Chua,Rico Jossel Mindoro Maestro,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Adelson Chua,Mark Earvin V Alba,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Adelson Chua,Wes Vernon V. Lofamia,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Adelson Chua,Bernard Raymond D. Pelayo,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Adelson Chua,Ken Bryan F. Fabay,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Adelson Chua,John Cris F. Jardin,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Adelson Chua,Kervin John C Jocson,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Adelson Chua,Joy Alinda Reyes Madamba,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Adelson Chua,John Richard E. Hizon,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Adelson Chua,Louis Poblete Alarcón,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Rico Jossel Mindoro Maestro,Mark Earvin V Alba,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Rico Jossel Mindoro Maestro,Wes Vernon V. Lofamia,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Rico Jossel Mindoro Maestro,Bernard Raymond D. Pelayo,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Rico Jossel Mindoro Maestro,Ken Bryan F. Fabay,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Rico Jossel Mindoro Maestro,John Cris F. Jardin,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Rico Jossel Mindoro Maestro,Kervin John C Jocson,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Rico Jossel Mindoro Maestro,Joy Alinda Reyes Madamba,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Rico Jossel Mindoro Maestro,John Richard E. Hizon,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Rico Jossel Mindoro Maestro,Louis Poblete Alarcón,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Mark Earvin V Alba,Wes Vernon V. Lofamia,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Mark Earvin V Alba,Bernard Raymond D. Pelayo,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Mark Earvin V Alba,Ken Bryan F. Fabay,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Mark Earvin V Alba,John Cris F. Jardin,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Mark Earvin V Alba,Kervin John C Jocson,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Mark Earvin V Alba,Joy Alinda Reyes Madamba,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Mark Earvin V Alba,John Richard E. Hizon,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Mark Earvin V Alba,Louis Poblete Alarcón,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Wes Vernon V. Lofamia,Bernard Raymond D. Pelayo,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Wes Vernon V. Lofamia,Ken Bryan F. Fabay,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Wes Vernon V. Lofamia,John Cris F. Jardin,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Wes Vernon V. Lofamia,Kervin John C Jocson,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Wes Vernon V. Lofamia,Joy Alinda Reyes Madamba,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Wes Vernon V. Lofamia,John Richard E. Hizon,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Wes Vernon V. Lofamia,Louis Poblete Alarcón,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Bernard Raymond D. Pelayo,Ken Bryan F. Fabay,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Bernard Raymond D. Pelayo,John Cris F. Jardin,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Bernard Raymond D. Pelayo,Kervin John C Jocson,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Bernard Raymond D. Pelayo,Joy Alinda Reyes Madamba,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Bernard Raymond D. Pelayo,John Richard E. Hizon,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Bernard Raymond D. Pelayo,Louis Poblete Alarcón,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Ken Bryan F. Fabay,John Cris F. Jardin,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Ken Bryan F. Fabay,Kervin John C Jocson,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Ken Bryan F. Fabay,Joy Alinda Reyes Madamba,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Ken Bryan F. Fabay,John Richard E. Hizon,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Ken Bryan F. Fabay,Louis Poblete Alarcón,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,John Cris F. Jardin,Kervin John C Jocson,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,John Cris F. Jardin,Joy Alinda Reyes Madamba,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,John Cris F. Jardin,John Richard E. Hizon,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,John Cris F. Jardin,Louis Poblete Alarcón,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Kervin John C Jocson,Joy Alinda Reyes Madamba,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Kervin John C Jocson,John Richard E. Hizon,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Kervin John C Jocson,Louis Poblete Alarcón,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Joy Alinda Reyes Madamba,John Richard E. Hizon,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,Joy Alinda Reyes Madamba,Louis Poblete Alarcón,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84966668509,John Richard E. Hizon,Louis Poblete Alarcón,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84969221093,Cindy Rambitan,Angreine Kewo,De La Salle University,De La Salle University,international,2016
2-s2.0-84969221093,Cindy Rambitan,Thomas Suwanto,De La Salle University,De La Salle University,international,2016
2-s2.0-84969221093,Angreine Kewo,Thomas Suwanto,De La Salle University,De La Salle University,international,2016
2-s2.0-85006070070,Adrian C. Salces,Joel Joseph S. Marciano,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85005938780,Joash P. Rodriguez,Kevin M. Martin,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85005938780,Joash P. Rodriguez,Miguel Carlo L. Purisima,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-85005938780,Kevin M. Martin,Miguel Carlo L. Purisima,University of the Philippines - Diliman,University of the Philippines - Diliman,international,2016
2-s2.0-84946605852,Raymond R. Tan,Kathleen B. Aviso,De La Salle University,De La Salle University,international,2016
2-s2.0-84965111157,Aaron U. Aquino,Mary Grace Ann C. Bautista,De La Salle University,De La Salle University,international,2016
2-s2.0-84965111157,Aaron U. Aquino,Argel A. Bandala,De La Salle University,De La Salle University,international,2016
2-s2.0-84965111157,Aaron U. Aquino,Elmer P. Dadios,De La Salle University,De La Salle University,international,2016
2-s2.0-84965111157,Mary Grace Ann C. Bautista,Argel A. Bandala,De La Salle University,De La Salle University,international,2016
2-s2.0-84965111157,Mary Grace Ann C. Bautista,Elmer P. Dadios,De La Salle University,De La Salle University,international,2016
2-s2.0-84965111157,Argel A. Bandala,Elmer P. Dadios,De La Salle University,De La Salle University,international,2016
2-s2.0-84965135772,Jose Bienvenido Manuel M. Biona,Jeremias A. Gonzaga,De La Salle University,De La Salle University,international,2016
2-s2.0-84965135772,Jose Bienvenido Manuel M. Biona,Aristotle T. Ubando,De La Salle University,De La Salle University,international,2016
2-s2.0-84965135772,Jose Bienvenido Manuel M. Biona,Hazelclaire Tan,De La Salle University,De La Salle University,international,2016
2-s2.0-84965135772,Jeremias A. Gonzaga,Aristotle T. Ubando,De La Salle University,De La Salle University,international,2016
2-s2.0-84965135772,Jeremias A. Gonzaga,Hazelclaire Tan,De La Salle University,De La Salle University,international,2016
2-s2.0-84965135772,Aristotle T. Ubando,Hazelclaire Tan,De La Salle University,De La Salle University,international,2016
2-s2.0-84965118970,Cyrill O. Escolano,Elmer P. Dadios,De La Salle University,De La Salle University,international,2016
2-s2.0-84965118970,Cyrill O. Escolano,Alexis M. Fillone,De La Salle University,De La Salle University,international,2016
2-s2.0-84965118970,Elmer P. Dadios,Alexis M. Fillone,De La Salle University,De La Salle University,international,2016
2-s2.0-84964955483,Ivan Henderson V. Gue,Andres Philip Mayol,De La Salle University,De La Salle University,international,2016
2-s2.0-84964955483,Ivan Henderson V. Gue,Charles B. Felix,De La Salle University,De La Salle University,international,2016
2-s2.0-84964955483,Ivan Henderson V. Gue,Aristotle T. Ubando,De La Salle University,De La Salle University,international,2016
2-s2.0-84964955483,Andres Philip Mayol,Charles B. Felix,De La Salle University,De La Salle University,international,2016
2-s2.0-84964955483,Andres Philip Mayol,Aristotle T. Ubando,De La Salle University,De La Salle University,international,2016
2-s2.0-84964955483,Charles B. Felix,Aristotle T. Ubando,De La Salle University,De La Salle University,international,2016
2-s2.0-84965145828,Gerardo L. Augusto,Alvin B. Culaba,De La Salle University,De La Salle University,international,2016
2-s2.0-84965145828,Gerardo L. Augusto,Laurence A. Gan Lim,De La Salle University,De La Salle University,international,2016
2-s2.0-84965145828,Alvin B. Culaba,Laurence A. Gan Lim,De La Salle University,De La Salle University,international,2016
2-s2.0-84965181000,Geoffrey L. Abulencia,Alexander C. Abad,De La Salle University,De La Salle University,international,2016
