Id,Label,timeset,frequency,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,componentnumber,Cluster,clustering,triangles,eigencentrality
Gabriel Perez,Gabriel Perez,,4,author1; author2,4,4,17,0.098068,0.121385,0,0.000173,0,11,1,6,0.002392
John Edward G. Macario,John Edward G. Macario,,6,; author2,6,6,14,0.145876,0.175865,0,0.000183,0,1,1,15,0.004224
Joseph C. Nalunat,Joseph C. Nalunat,,8,author1; author2,8,8,1,1,1,0,0.000243,64,84,1,28,0.003047
Ma Christina Beatrice F Lopez-Tan,Ma Christina Beatrice F Lopez-Tan,,2,; author2,2,2,1,1,1,0,0.000243,250,267,1,1,0.000454
Paula E. Mayol,Paula E. Mayol,,1,; author2,1,1,1,1,1,0,0.000243,238,335,0,0,0.000208
Joyce Anne Laurete,Joyce Anne Laurete,,9,author1; author2,9,9,17,0.117299,0.138973,0,0.000148,0,4,1,36,0.00849
Claribelle Pia Arceo,Claribelle Pia Arceo,,7,author1; author2,7,7,1,1,1,0,0.000243,169,95,1,21,0.002447
F. Holecz,F. Holecz,,13,; author2,13,13,2,0.809524,0.882353,0,0.000254,115,51,1,78,0.00786
Neil P. Balba,Neil P. Balba,,11,author1; author2,11,11,16,0.10854,0.118751,19280,0.000569,0,68,0.272727,15,0.002992
Maritess D. Manlongat,Maritess D. Manlongat,,6,author1; author2,6,6,1,1,1,0,0.000243,46,107,1,15,0.001925
Cecilio Dela Cruz,Cecilio Dela Cruz,,2,; author2,2,2,17,0.111987,0.124905,0,0.000113,0,67,1,1,0.00082
Lindsay Triplett,Lindsay Triplett,,20,author1; author2,20,20,15,0.120289,0.145459,0,0.000231,0,7,1,190,0.048355
Ivan John Galang,Ivan John Galang,,5,author1; author2,5,5,5,0.269333,0.316502,0,0.000246,40,45,1,10,0.0018
Armando Somintac,Armando Somintac,,46,author1; author2,30,46,18,0.10141,0.121987,14415.114286,0.000604,0,14,0.505747,220,0.025147
Robee Khyra Mae J. Te,Robee Khyra Mae J. Te,,4,author1,4,4,2,0.583333,0.642857,0,0.000212,28,62,1,6,0.00131
Maria Josefina Fider,Maria Josefina Fider,,3,author1,3,3,4,0.35689,0.401815,0,0.00019,40,16,1,3,0.001741
Luisito Lolong Lacatan,Luisito Lolong Lacatan,,1,; author2,1,1,1,1,1,0,0.000243,288,403,0,0,0.000208
Reginal Caldez,Reginal Caldez,,3,author1,3,3,2,0.8,0.875,0,0.000253,21,182,1,3,0.000762
John Raphael B. Cruz,John Raphael B. Cruz,,4,author1; author2,4,4,14,0.159704,0.198063,0,0.000142,0,238,1,6,0.005652
Rogelio O. Badiang,Rogelio O. Badiang,,2,author1,2,2,14,0.132087,0.153727,0,0.000096,0,5,1,1,0.002775
Miro Erkintalo,Miro Erkintalo,,15,author1; author2,9,15,1,1,1,0.285714,0.000279,73,80,0.944444,34,0.003603
John Albert De Pedro,John Albert De Pedro,,2,author1,2,2,3,0.482759,0.511905,0,0.000101,135,24,1,1,0.000963
Maria Fe G Bautista,Maria Fe G Bautista,,6,author1; author2,6,6,19,0.08274,0.102955,0,0.000156,0,6,1,15,0.005077
Nicanor Marco P Valdez,Nicanor Marco P Valdez,,4,author1,4,4,18,0.094213,0.111564,0,0.000228,0,35,1,6,0.001538
Allan Jeffrey C Bacar,Allan Jeffrey C Bacar,,4,author1; author2,4,4,14,0.161974,0.204856,0,0.000135,0,200,1,6,0.007249
Horace Andrew Husay,Horace Andrew Husay,,17,author1; author2,17,17,19,0.092136,0.107104,0,0.000228,0,14,1,136,0.01745
Cathleen Cruz,Cathleen Cruz,,3,author1; author2,3,3,15,0.142731,0.164565,0,0.000163,0,8,1,3,0.001352
Ryan A. Subong,Ryan A. Subong,,2,author1,2,2,15,0.116862,0.131613,0,0.000123,0,5,1,1,0.000987
Lew Andrew R. Tria,Lew Andrew R. Tria,,1,; author2,1,1,1,1,1,0,0.000243,284,353,0,0,0.000208
Jucel Adelyn F. Tornea,Jucel Adelyn F. Tornea,,5,author1; author2,5,5,14,0.135396,0.159201,0,0.000198,0,92,1,10,0.00265
Ricco Laxamana,Ricco Laxamana,,5,author1; author2,5,5,14,0.144645,0.16473,0,0.000209,0,22,1,10,0.001935
Charibeth Cheng,Charibeth Cheng,,37,author1; author2,32,37,14,0.151104,0.185249,73298.123464,0.001301,0,10,0.09879,49,0.011437
Richelle Ann B. Juayong,Richelle Ann B. Juayong,,33,author1; author2,10,33,14,0.130207,0.14637,7.857143,0.000606,0,19,0.555556,25,0.004693
Juan Carlos A. Solomon,Juan Carlos A. Solomon,,5,author1; author2,5,5,14,0.137609,0.162628,0,0.000208,0,20,1,10,0.002572
Ronnie O. Serfa Juan,Ronnie O. Serfa Juan,,10,author1; author2,8,10,15,0.156002,0.197203,10115.180896,0.00029,0,3,0.5,14,0.006281
John Clifford Konwat,John Clifford Konwat,,1,author1,1,1,16,0.122224,0.135886,0,0.000065,0,25,0,0,0.000559
Harry Ganzeboom,Harry Ganzeboom,,3,; author2,3,3,1,1,1,0,0.000243,163,225,1,3,0.000743
Katrina Joy M. Abriol-Santos,Katrina Joy M. Abriol-Santos,,7,author1; author2,7,7,17,0.115803,0.129187,36015,0.000297,0,31,0.52381,11,0.002162
Raymund Angelo C. Memije,Raymund Angelo C. Memije,,2,author1; author2,2,2,2,0.541667,0.576923,0,0.000103,5,66,1,1,0.000712
Maria Theresa Perez,Maria Theresa Perez,,11,author1; author2,11,11,19,0.091108,0.107418,0,0.000277,0,12,1,55,0.005979
Joel M. Bawica,Joel M. Bawica,,3,; author2,3,3,1,1,1,0,0.000243,108,197,1,3,0.000743
Emmanuel G. Justine Enrico,Emmanuel G. Justine Enrico,,5,author1; author2,5,5,16,0.136985,0.164505,0,0.000185,0,3,1,10,0.002467
Vrian Jay V. Ylaya,Vrian Jay V. Ylaya,,18,author1; author2,7,18,2,0.571429,0.625,1,0.000425,135,24,0.809524,17,0.002822
Conrado R. Ruiz Jr,Conrado R. Ruiz Jr,,4,author1; author2,4,4,16,0.116327,0.130075,7241,0.000321,0,22,0.166667,1,0.000993
Nigel Roi Concepcion,Nigel Roi Concepcion,,5,author1; author2,5,5,2,0.666667,0.75,0,0.000225,89,77,1,10,0.001595
Jerome P. Songcuan,Jerome P. Songcuan,,3,author1,2,3,14,0.132072,0.153589,0,0.000123,0,5,1,1,0.003188
Levi Klein Marifosque,Levi Klein Marifosque,,9,author1; author2,9,9,18,0.089988,0.11508,0,0.000174,0,6,1,36,0.011654
Elisha Jeremy Gonzales,Elisha Jeremy Gonzales,,4,author1; author2,4,4,5,0.347458,0.427236,0,0.000214,133,49,1,6,0.001406
Jasmine P. Marie Bravo,Jasmine P. Marie Bravo,,6,author1; author2,6,6,15,0.142344,0.172309,0,0.000191,0,3,1,15,0.003337
Evangeline P. Consigo,Evangeline P. Consigo,,6,author1; author2,6,6,1,1,1,0,0.000243,46,107,1,15,0.001925
Macario O. Cordel II,Macario O. Cordel II,,28,author1; author2,23,28,12,0.18678,0.223393,102739.789261,0.000893,0,9,0.173913,44,0.010759
Ivan Benedict Nilo C Cruz,Ivan Benedict Nilo C Cruz,,5,author1; author2,3,5,2,0.578947,0.636364,10,0.000362,111,71,0.333333,1,0.000819
Shannah Therese A. Aberin,Shannah Therese A. Aberin,,1,author1,1,1,15,0.130088,0.147521,0,0.000079,0,30,0,0,0.000619
Neelesh N. Vasnani,Neelesh N. Vasnani,,3,author1,3,3,2,0.551724,0.59375,0,0.000184,18,52,1,3,0.001026
Ma Angelica P. Abugan,Ma Angelica P. Abugan,,5,author1; author2,5,5,15,0.14775,0.178647,0,0.000175,0,158,1,10,0.002399
Jhoanna Rhodette Ibabao Pedrasa,Jhoanna Rhodette Ibabao Pedrasa,,10,author1; author2,10,10,17,0.103905,0.132323,18814.922126,0.000469,0,11,0.2,9,0.00473
Mariella P. Buot,Mariella P. Buot,,4,author1,4,4,2,0.7,0.785714,0,0.0002,116,103,1,6,0.001216
Jaimie Bringas,Jaimie Bringas,,4,author1; author2,4,4,12,0.154397,0.170815,0,0.000181,0,9,1,6,0.001482
Dominic C. Cabauatan,Dominic C. Cabauatan,,4,; author2,4,4,1,1,1,0,0.000224,242,171,1,6,0.00108
Krishnan Umachandran,Krishnan Umachandran,,10,author1,10,10,2,0.916667,0.954545,0,0.000255,56,70,1,45,0.004544
Jess Tyron G. Nodado,Jess Tyron G. Nodado,,5,author1,5,5,15,0.14775,0.178647,0,0.000175,0,158,1,10,0.002399
Steven Edward C. Rodrin,Steven Edward C. Rodrin,,4,; author2,4,4,15,0.145788,0.17599,0,0.000183,0,17,1,6,0.002143
Moreen Ann M. Montefalcon,Moreen Ann M. Montefalcon,,3,author1,3,3,5,0.29023,0.335314,0,0.000194,40,40,1,3,0.001142
Jan Erik Backlund,Jan Erik Backlund,,55,author1; author2,55,55,16,0.107929,0.136937,0,0.000254,0,7,1,1485,0.964798
Thelma Domingo Palaoag,Thelma Domingo Palaoag,,24,author1; author2,21,24,17,0.112351,0.130613,44101.833333,0.001646,0,27,0.047619,10,0.005271
Hannah Leah Toledo Rebosura,Hannah Leah Toledo Rebosura,,5,author1; author2,5,5,2,0.727273,0.8125,0,0.000247,233,87,1,10,0.00154
Pierre Allan K. Santiago,Pierre Allan K. Santiago,,2,author1; author2,2,2,1,1,1,0,0.000243,269,276,1,1,0.000454
Juan Aurel D. De La Cruz,Juan Aurel D. De La Cruz,,5,author1; author2,5,5,14,0.137609,0.162628,0,0.000208,0,20,1,10,0.002572
Jonathan R. Dungca,Jonathan R. Dungca,,18,author1; author2,12,18,13,0.177217,0.228014,8885.893734,0.000348,0,0,0.409091,27,0.020308
Ma Andrea Naguit,Ma Andrea Naguit,,3,author1; author2,3,3,4,0.35689,0.401815,0,0.00019,40,16,1,3,0.001741
Almarose C. Villapando,Almarose C. Villapando,,4,author1; author2,3,4,1,1,1,0.5,0.000315,209,216,0.666667,2,0.000703
Melie Jim F. Sarmiento,Melie Jim F. Sarmiento,,4,; author2,4,4,1,1,1,0,0.000243,88,151,1,6,0.00108
Rico Jossel Maestro,Rico Jossel Maestro,,32,author1; author2,18,32,18,0.090012,0.116804,27.913853,0.000498,0,6,0.588235,90,0.016542
Sheryl May D. Lainez,Sheryl May D. Lainez,,1,author1,1,1,1,1,1,0,0.000243,322,385,0,0,0.000208
Mary Jane G. Sabellano,Mary Jane G. Sabellano,,2,; author2,2,2,1,1,1,0,0.000243,246,266,1,1,0.000454
James Ardie Arcao,James Ardie Arcao,,5,author1,5,5,1,1,1,0,0.000243,85,133,1,10,0.001472
Paul Jorel Santos,Paul Jorel Santos,,7,author1; author2,7,7,1,1,1,0,0.000243,169,95,1,21,0.002447
Michelle P. Suasin,Michelle P. Suasin,,1,author1,1,1,15,0.139379,0.159096,0,0.000067,0,2,0,0,0.001109
Jannyl Darren A. Villarama,Jannyl Darren A. Villarama,,4,author1; author2,4,4,14,0.139605,0.164559,0,0.000139,0,2,1,6,0.003505
Jay Mark S. Lagmay,Jay Mark S. Lagmay,,5,author1,5,5,17,0.098064,0.121523,0,0.000186,0,11,1,10,0.002864
Teodinis P. Garcia,Teodinis P. Garcia,,2,author1; author2,2,2,14,0.148833,0.182366,0,0.000083,0,3,1,1,0.001849
Renelyn L. Urbano,Renelyn L. Urbano,,5,author1; author2,5,5,2,0.592593,0.65625,0,0.000249,18,52,1,10,0.001725
Mark Isaiah Quevedo,Mark Isaiah Quevedo,,3,; author2,3,3,2,0.636364,0.714286,0,0.000198,143,94,1,3,0.00083
Roel C. Traballo,Roel C. Traballo,,8,author1; author2,8,8,3,0.571429,0.708333,0,0.000268,6,54,1,28,0.003153
Geozza D. Tan,Geozza D. Tan,,25,author1; author2,21,25,18,0.105691,0.127499,20.933333,0.000348,0,4,0.657143,138,0.017394
Samuel Matthew Dumlao,Samuel Matthew Dumlao,,5,author1; author2,5,5,16,0.114097,0.12586,0,0.000187,0,32,1,10,0.002053
Raffy Anjelo G. Atienza,Raffy Anjelo G. Atienza,,1,author1,1,1,1,1,1,0,0.000243,323,389,0,0,0.000208
Rene̩ Dominique M. Castillo,Rene̩ Dominique M. Castillo,,4,author1,4,4,12,0.17463,0.201578,0,0.000148,0,9,1,6,0.003211
Anthony Cornell Dacoco,Anthony Cornell Dacoco,,3,author1; author2,3,3,18,0.09239,0.10745,0,0.000156,0,11,1,3,0.00103
Reiichiro Christian S. Nakano,Reiichiro Christian S. Nakano,,45,author1; author2,10,45,14,0.17825,0.233587,119.957442,0.000578,0,0,0.844444,38,0.032985
Paul G. Garcia,Paul G. Garcia,,2,author1; author2,2,2,18,0.101012,0.111963,0,0.000165,0,27,1,1,0.000829
John Paul T. Yusiong,John Paul T. Yusiong,,2,author1,1,2,16,0.104129,0.113748,0,0.00013,0,39,0,0,0.000591
Kevin Villanueva,Kevin Villanueva,,8,; author2,4,8,15,0.13182,0.15183,0,0.000266,0,10,1,6,0.001856
Cesar Lorenzo G. Capistrano,Cesar Lorenzo G. Capistrano,,3,author1,3,3,4,0.35689,0.401815,0,0.00019,40,16,1,3,0.001741
Rolysent K. Paredes,Rolysent K. Paredes,,2,author1,2,2,15,0.120074,0.137929,0,0.000099,0,5,1,1,0.002033
Monorom Rith,Monorom Rith,,27,author1,14,27,14,0.159125,0.200101,1358.524411,0.000391,0,0,0.516484,47,0.017132
Gimelle B. Gamilla,Gimelle B. Gamilla,,2,author1; author2,2,2,1,1,1,0,0.000243,309,295,1,1,0.000454
Cherry Lyn C. Sta Romana,Cherry Lyn C. Sta Romana,,2,author1; author2,2,2,5,0.338983,0.41,0,0.000165,61,38,1,1,0.000557
Charmaine A. Cruz,Charmaine A. Cruz,,40,author1; author2,29,40,18,0.106095,0.132061,2394.22627,0.00057,0,4,0.3867,157,0.021384
Glenn Phillip S. Baluyot,Glenn Phillip S. Baluyot,,3,author1,3,3,14,0.14494,0.164777,0,0.000152,0,26,1,3,0.001736
Joellah Keren Rapisora,Joellah Keren Rapisora,,8,author1; author2,8,8,16,0.137296,0.166871,0,0.000217,0,3,1,28,0.0051
Kyle Mc Hale Dela Cruz,Kyle Mc Hale Dela Cruz,,2,author1,2,2,17,0.104102,0.113459,0,0.000137,0,10,1,1,0.000567
Briane Paul V. Samson,Briane Paul V. Samson,,18,author1; author2,18,18,4,0.506173,0.666667,520,0.000872,133,49,0.156863,24,0.005238
Ronalyn N. Matienzo,Ronalyn N. Matienzo,,6,author1; author2,6,6,15,0.142302,0.171964,0,0.000187,0,3,1,15,0.003331
Nerisse Gen P. Isada,Nerisse Gen P. Isada,,5,author1; author2,5,5,14,0.159778,0.198106,0,0.000171,0,1,1,10,0.00426
Percival Forcadilla,Percival Forcadilla,,2,; author2,2,2,1,1,1,0,0.000243,303,288,1,1,0.000454
John Sixto G. Santos,John Sixto G. Santos,,3,; author2,3,3,1,1,1,0,0.000243,114,198,1,3,0.000743
Francis Miguel Hubag,Francis Miguel Hubag,,3,author1; author2,3,3,4,0.35689,0.401815,0,0.00019,40,16,1,3,0.001741
Nathalie Joy Sucgang,Nathalie Joy Sucgang,,2,author1,2,2,2,0.6,0.666667,0,0.000206,179,126,1,1,0.000527
Meljiflor Pacion,Meljiflor Pacion,,5,author1; author2,5,5,2,0.608696,0.678571,0,0.000226,63,63,1,10,0.00169
G. Garcia Ramon,G. Garcia Ramon,,6,author1,6,6,1,1,1,0,0.000243,105,114,1,15,0.001925
Cyrille Kristein D.C. Rebeca,Cyrille Kristein D.C. Rebeca,,5,author1; author2,5,5,2,0.6,0.666667,0,0.000199,12,55,1,10,0.001825
Catherine Mae Pe̱a,Catherine Mae Pe̱a,,4,author1; author2,4,4,16,0.106091,0.113658,0,0.000205,0,36,1,6,0.001295
Lloyd Vincent R. Asuncion,Lloyd Vincent R. Asuncion,,4,author1,4,4,2,0.642857,0.722222,0,0.000209,121,79,1,6,0.001198
Janice D.C. Pe̱aflor,Janice D.C. Pe̱aflor,,1,author1,1,1,1,1,1,0,0.000243,277,404,0,0,0.000208
Jaderick P. Pabico,Jaderick P. Pabico,,4,author1; author2,4,4,2,0.625,0.7,17,0.000316,68,76,0.166667,1,0.001014
Nelson Marcos,Nelson Marcos,,7,author1; author2,5,7,13,0.160212,0.184923,39472.445361,0.000274,0,34,0.2,2,0.002428
G. Romuga,G. Romuga,,13,author1; author2,13,13,2,0.809524,0.882353,0,0.000254,115,51,1,78,0.00786
Jeffrey T. Macadangdang,Jeffrey T. Macadangdang,,6,author1; author2,6,6,14,0.145876,0.175865,0,0.000183,0,1,1,15,0.004224
Jeffrey R.R. Victorino,Jeffrey R.R. Victorino,,4,; author2,4,4,14,0.135358,0.158718,0,0.000173,0,1,1,6,0.002156
Andrzej Kilian,Andrzej Kilian,,55,author1; author2,55,55,16,0.107929,0.136937,0,0.000254,0,7,1,1485,0.964798
Larry Vea,Larry Vea,,25,author1; author2,24,25,14,0.16646,0.20622,434995.111913,0.00101,0,8,0.112319,31,0.010703
Manuel B. Garcia,Manuel B. Garcia,,8,author1; author2,4,8,2,0.75,0.833333,0,0.000274,82,109,1,6,0.001122
A. Maunahan,A. Maunahan,,13,author1; author2,13,13,2,0.809524,0.882353,0,0.000254,115,51,1,78,0.00786
Jayvee Christopher N. Vibar,Jayvee Christopher N. Vibar,,4,author1,2,4,14,0.132072,0.153589,0,0.000152,0,5,1,1,0.003188
Marlene M. De Leon,Marlene M. De Leon,,4,; author2,4,4,1,1,1,4,0.000388,190,179,0.333333,2,0.000915
Vida Joan Gumera-Toque,Vida Joan Gumera-Toque,,1,author1,1,1,3,0.416667,0.466667,0,0.000126,162,78,0,0,0.000282
Leiko Armand Ravelo,Leiko Armand Ravelo,,4,author1; author2,4,4,17,0.09806,0.121316,0,0.000158,0,11,1,6,0.002477
Rommel M. Anacan,Rommel M. Anacan,,19,author1; author2,19,19,1,1,1,129,0.000722,107,41,0.245614,42,0.006098
Jose Lorenzo L. Tesorero,Jose Lorenzo L. Tesorero,,3,author1; author2,3,3,15,0.130102,0.147935,0,0.000183,0,30,1,3,0.001145
Paulo Emmanuel T. Francisco,Paulo Emmanuel T. Francisco,,4,author1; author2,4,4,15,0.145184,0.170269,0,0.000168,0,15,1,6,0.001821
John Paul Samarista,John Paul Samarista,,4,author1; author2,4,4,15,0.145184,0.167534,0,0.000193,0,33,1,6,0.001593
Lawrence Saulon,Lawrence Saulon,,3,; author2,3,3,1,1,1,0,0.000243,59,189,1,3,0.000743
Sihem Amer-Yahia,Sihem Amer-Yahia,,6,author1; author2,4,6,1,1,1,0,0.000275,62,166,1,6,0.00108
Benjamin Norbert Vitug,Benjamin Norbert Vitug,,8,; author2,8,8,2,0.681818,0.766667,0,0.000254,35,56,1,28,0.003318
Rizza T. Loquias,Rizza T. Loquias,,6,author1,5,6,17,0.10358,0.129386,584.76304,0.000236,0,12,0.6,6,0.003065
Aiza M. Romano,Aiza M. Romano,,2,author1,1,2,15,0.119533,0.1335,0,0.000139,0,65,0,0,0.00065
Annaliza E. Catacutan-Bangit,Annaliza E. Catacutan-Bangit,,10,author1; author2,9,10,16,0.118385,0.134484,3988.333333,0.000273,0,8,0.722222,26,0.004305
Allan Abraham B. Padama,Allan Abraham B. Padama,,14,author1; author2,14,14,14,0.161735,0.201203,0,0.000206,0,0,1,91,0.019998
Nicole Leigh T. Dasalla,Nicole Leigh T. Dasalla,,7,author1; author2,7,7,2,0.684211,0.769231,0,0.000206,5,66,1,21,0.002711
Cornelio G. Labrador,Cornelio G. Labrador,,5,author1,5,5,14,0.173763,0.229532,0,0.00011,0,0,1,10,0.018931
Ryan Gabriel A. Eugenio,Ryan Gabriel A. Eugenio,,2,author1; author2,2,2,2,0.583333,0.642857,0,0.000159,186,100,1,1,0.000552
Lessandro Estelito O. Garciano,Lessandro Estelito O. Garciano,,3,author1; author2,3,3,14,0.150567,0.178328,0,0.000122,0,303,1,3,0.001458
Yongsung Kwon,Yongsung Kwon,,6,author1; author2,6,6,1,1,1,0,0.000243,33,105,1,15,0.001925
Abigail Alejandro Antenor,Abigail Alejandro Antenor,,7,author1,7,7,18,0.089941,0.113838,0,0.00014,0,6,1,21,0.009451
Neil Jonathan A. Joaquin,Neil Jonathan A. Joaquin,,5,author1; author2,5,5,14,0.130172,0.145335,0,0.000122,0,19,1,10,0.003028
Bjorn V. Dimaya,Bjorn V. Dimaya,,7,author1,7,7,15,0.14236,0.172585,0,0.000199,0,3,1,21,0.004183
Phoebe Mae Ching,Phoebe Mae Ching,,1,author1,1,1,1,1,1,0,0.000243,239,336,0,0,0.000208
Chris Jordan G. Aliac,Chris Jordan G. Aliac,,2,author1; author2,2,2,4,0.31746,0.379167,19,0.000213,61,38,0,0,0.00046
Ann Franchesca B. Laguna,Ann Franchesca B. Laguna,,19,author1; author2,17,19,11,0.182532,0.211966,316142.383966,0.000648,0,9,0.235294,32,0.007673
Dave Matthews,Dave Matthews,,55,author1; author2,55,55,16,0.107929,0.136937,0,0.000254,0,7,1,1485,0.964798
Ara Jyllian A. Abello,Ara Jyllian A. Abello,,7,author1; author2,7,7,15,0.145841,0.176818,7239,0.000337,0,17,0.428571,9,0.002906
Ofelia B. Ong,Ofelia B. Ong,,10,author1; author2,6,10,2,0.636364,0.714286,1.8,0.000297,81,64,0.933333,14,0.002066
Arvin Kenneth Alvarez,Arvin Kenneth Alvarez,,3,author1,3,3,2,0.615385,0.6875,0,0.000218,201,85,1,3,0.000845
Louise Gillian C. Bautista,Louise Gillian C. Bautista,,3,author1; author2,3,3,16,0.112231,0.123604,0,0.000177,0,39,1,3,0.001197
Audrey Gayle Alexis Y. Chua-Unsu,Audrey Gayle Alexis Y. Chua-Unsu,,13,author1; author2,13,13,14,0.173091,0.229118,0,0.000193,0,0,1,78,0.035706
Denise Soriano,Denise Soriano,,9,author1; author2,9,9,18,0.089988,0.11508,0,0.000174,0,6,1,36,0.011654
Lanndon A. Ocampo,Lanndon A. Ocampo,,16,author1; author2,16,16,1,1,1,98,0.000817,18,52,0.183333,22,0.004413
Aileen P. Guzman,Aileen P. Guzman,,5,author1; author2,5,5,14,0.170923,0.220152,0,0.00012,0,0,1,10,0.012072
Renan Ma T. Tanhueco,Renan Ma T. Tanhueco,,2,; author2,2,2,14,0.161497,0.198202,0,0.000064,0,0,1,1,0.00483
Beth Plale,Beth Plale,,20,author1; author2,20,20,15,0.120289,0.145459,0,0.000231,0,7,1,190,0.048355
Melinda Faye C. Hilario,Melinda Faye C. Hilario,,6,author1; author2,3,6,18,0.089323,0.104732,0,0.000199,0,11,1,3,0.000848
Guillaume Cornut,Guillaume Cornut,,55,author1; author2,55,55,16,0.107929,0.136937,0,0.000254,0,7,1,1485,0.964798
M. T. Malit,M. T. Malit,,2,author1; author2,2,2,1,1,1,0,0.000243,252,268,1,1,0.000454
Daryl Peralta,Daryl Peralta,,2,author1; author2,2,2,16,0.104133,0.113955,0,0.000145,0,39,1,1,0.000833
Alyssa Jean A. Portus,Alyssa Jean A. Portus,,20,author1; author2,20,20,4,0.404,0.512376,1465,0.001124,40,40,0.110526,21,0.006298
Berline Mae R. Mabanag Camba,Berline Mae R. Mabanag Camba,,3,author1; author2,3,3,15,0.121194,0.139027,0,0.00017,0,20,1,3,0.001452
Jose P. Peralta,Jose P. Peralta,,7,author1; author2,5,7,1,1,1,0.666667,0.00031,93,135,0.8,8,0.00138
Xiangrong Liu,Xiangrong Liu,,5,author1; author2,5,5,14,0.118373,0.129831,0,0.000134,0,19,1,10,0.002292
Brian Pearce,Brian Pearce,,55,author1; author2,55,55,16,0.107929,0.136937,0,0.000254,0,7,1,1485,0.964798
Mark Angelo C. Purio,Mark Angelo C. Purio,,3,; author2,3,3,1,1,1,0,0.000243,43,222,1,3,0.000743
Yna Maria Ignacio,Yna Maria Ignacio,,3,author1; author2,3,3,19,0.091032,0.104927,0,0.000169,0,12,1,3,0.000978
Nathaniel Oco,Nathaniel Oco,,39,author1; author2,28,39,13,0.169093,0.205584,49001.885333,0.000925,0,10,0.261905,99,0.014062
Merl James P. MacAwile,Merl James P. MacAwile,,5,author1; author2,3,5,13,0.148184,0.174761,0,0.000167,0,2,1,3,0.001774
Karl Jason B. Manait,Karl Jason B. Manait,,7,author1; author2,7,7,13,0.150689,0.185299,0,0.000205,0,1,1,21,0.006068
Vincent N. Galang,Vincent N. Galang,,6,author1,6,6,2,0.59375,0.657895,0,0.000145,7,42,1,15,0.0034
Allan Yambot,Allan Yambot,,4,author1,4,4,14,0.15566,0.181586,0,0.000178,0,9,1,6,0.001889
Celine C. Madlangbayan,Celine C. Madlangbayan,,7,author1; author2,7,7,14,0.145929,0.175451,0,0.000207,0,1,1,21,0.004106
Jayashree,Jayashree,,3,author1,3,3,1,1,1,0,0.000243,30,184,1,3,0.000743
Dranreb Paralleon,Dranreb Paralleon,,4,author1; author2,4,4,5,0.268617,0.311551,0,0.000218,40,45,1,6,0.001422
Joseph Jessie S. Onate,Joseph Jessie S. Onate,,2,author1,2,2,2,0.6,0.666667,0,0.000195,101,113,1,1,0.00053
Angie M. Ceniza,Angie M. Ceniza,,7,author1; author2,7,7,1,1,1,12,0.000405,143,94,0.428571,9,0.001843
Romel Parmis,Romel Parmis,,3,author1; author2,3,3,17,0.101325,0.119921,0,0.0001,0,11,1,3,0.001738
Cielito A. Beltran,Cielito A. Beltran,,3,author1; author2,3,3,1,1,1,0,0.000243,1,224,1,3,0.000743
Mikhaila Salvador,Mikhaila Salvador,,3,author1; author2,3,3,19,0.091056,0.105452,0,0.000144,0,12,1,3,0.001223
Rodolfo A. Aguirre,Rodolfo A. Aguirre,,3,author1; author2,3,3,1,1,1,2,0.000356,260,221,0.333333,1,0.000666
Christel Evance V. Lopez,Christel Evance V. Lopez,,6,author1; author2,6,6,14,0.150925,0.181107,0,0.000196,0,1,1,15,0.004177
Benedicto Fortaleza,Benedicto Fortaleza,,6,; author2,6,6,17,0.111331,0.127442,0,0.000213,0,3,1,15,0.002255
Anjillyn Mae C. Perez,Anjillyn Mae C. Perez,,9,author1; author2,5,9,18,0.106039,0.127922,0,0.000182,0,4,1,10,0.004515
Immanuel Jose C. Valencia,Immanuel Jose C. Valencia,,9,author1; author2,9,9,14,0.171105,0.221739,0,0.000183,0,0,1,36,0.017902
Alexandra B. Santos-Putungan,Alexandra B. Santos-Putungan,,10,author1,6,10,19,0.092108,0.105035,0,0.000177,0,14,1,15,0.005249
Jazmin C. Tangsoc,Jazmin C. Tangsoc,,6,; author2,6,6,2,0.625,0.7,14,0.00033,160,58,0.666667,10,0.001893
Rezalina Jessica P. Garcia,Rezalina Jessica P. Garcia,,3,author1; author2,3,3,16,0.112148,0.123747,0,0.000179,0,2,1,3,0.000849
Leonard U. Ambata,Leonard U. Ambata,,13,author1; author2,13,13,2,0.933333,0.964286,63,0.000474,81,64,0.294872,23,0.003908
M. Sorel,M. Sorel,,12,author1; author2,12,12,16,0.114135,0.127309,0,0.000269,0,32,1,66,0.00693
Tun Tun Oo,Tun Tun Oo,,1,author1,1,1,15,0.145762,0.175369,0,0.000066,0,17,0,0,0.001223
Naizmith Zorell T. Gonda,Naizmith Zorell T. Gonda,,5,author1; author2,5,5,14,0.159778,0.198106,0,0.000171,0,1,1,10,0.00426
Rudolph V. Peralta,Rudolph V. Peralta,,22,author1; author2,13,22,18,0.105664,0.125982,7.46637,0.000318,0,4,0.897436,70,0.00961
Nathaniel J.C. Libatique,Nathaniel J.C. Libatique,,10,author1; author2,10,10,19,0.094537,0.105199,9648,0.000404,0,23,0.466667,21,0.003104
Christopher T. Que,Christopher T. Que,,12,author1; author2,12,12,19,0.092119,0.106069,0,0.000179,0,14,1,66,0.01118
