Source,Target,Type,Id,Label,timeset,Weight
John Jomel O. Pangilinan,Jessie R. Balbin,Undirected,12034,,,1
Vincci V. Villamiel,Engr Jasper P. Meynard Arana,Undirected,12035,,,1
Tobias Kretzschmar,Kunalan Ratharanjan,Undirected,12036,,,1
Pascal Neveu,Nahuel Soldevilla,Undirected,12037,,,1
Karen Cristine O Tan,James Matthew T Chua,Undirected,12038,,,1
Yoshifumi Kitamura,Kazuyuki Fujita,Undirected,12039,,,1
Jeremy D. Edwards,Grzegorz Uszynski,Undirected,12040,,,1
Raphael Aganon,Jennifer Dela Cruz,Undirected,12041,,,1
Ruji P. Medina,Catherine Bhel B. Aguila,Undirected,12042,,,1
S. Y. Magtalas,R. A. Apura,Undirected,12043,,,1
Lorenzo P. Lopez,Armando Somintac,Undirected,12044,,,2
Vincent Delica,Ma Antonette Roque,Undirected,12045,,,1
Ronalyn P. Jose,Geozza D. Tan,Undirected,12046,,,2
Viana C. Calaminos,Martin Basterrechea Salido,Undirected,12047,,,1
Gladys Galat,Ertie Abana,Undirected,12048,,,1
Andres Philip Mayol,Alexis M. Fillone,Undirected,12049,,,1
Horace Andrew Husay,Gerald Angelo Catindig,Undirected,12050,,,1
Kevin Gray Chan,Jordan Aiko Deja,Undirected,12051,,,1
Kelly Robbins,David A. Lyon,Undirected,12052,,,1
Rosemary R. Seva,Justin Joseph M. Apolonio,Undirected,12053,,,1
Timothy John Lee,Charles Jason Tan,Undirected,12054,,,1
Beatrismariell Choo,Ana Margarita Talicol,Undirected,12055,,,1
Rodney Janwel Z. Divino,Josh Hans Christian C. De Castro,Undirected,12056,,,1
Clowie Silubrico,Aldrin John Torres,Undirected,12057,,,1
Toby Bi,Harald G.L. Schwefel,Undirected,12058,,,1
Marc Derik Lopez,Dexter Darwin Bernardo,Undirected,12059,,,1
Aristotle T. Ubando,Anthony Shun Fung Chiu,Undirected,12060,,,1
Nicanor I. Marcelo,Jumelyn L. Torres,Undirected,12061,,,1
Godfrey L. Dulla,Bobby D. Gerardo,Undirected,12062,,,1
T. Obukhov,Haekyong Kang,Undirected,12063,,,1
Joy Nathalie M Avelino,Jessica Patricia Balaquit,Undirected,12064,,,1
Richard Finkers,David A. Lyon,Undirected,12065,,,1
Darren Josef M. Kho,Angie M. Ceniza,Undirected,12066,,,1
Jauhar Ali,Anumalla Mahender,Undirected,12067,,,1
Lliandhea C. Figueroa,Kenneth R. Montoya,Undirected,12068,,,1
John Richard Santos,Hannah Aubrey Isanan,Undirected,12069,,,1
Mehrdad Farokhnejad,Behrooz Omidvar-Tehrani,Undirected,12070,,,1
Omar E. Benites-Alfaro,Cyril Pommier,Undirected,12071,,,1
Romeo Jorda,Jonathan Apuang,Undirected,12072,,,1
Ruji P. Medina,Alvincent E. Danganan,Undirected,12073,,,1
Romeo Jorda,Angelo Maingat,Undirected,12074,,,1
Kardi Teknomo,Jann Railey Montalan,Undirected,12075,,,1
Andres Winston C. Oreta,Alden Paul D Balili,Undirected,12076,,,1
Thanatcha Panpairoj,Rachel Edita Roxas,Undirected,12077,,,1
Francis Gregory Ng,Calvin Alexander Ng,Undirected,12078,,,1
Baldip Bhuller,Arvin Medina,Undirected,12079,,,1
Jester N. Itliong,Hideaki Kasai,Undirected,12080,,,1
Gay Amabelle Go,Charmaine A. Cruz,Undirected,12081,,,2
Jorge Emmanuel S Miciano,Jan Anthony Vince V Macatangay,Undirected,12082,,,1
Zhengjie Liu,Yoshifumi Kitamura,Undirected,12083,,,1
Dalisay Dg Fernandez,Charles B. Felix,Undirected,12084,,,1
Tiffany Ann C. Blasa,Nilo T. Bugtai,Undirected,12085,,,1
Raymond R. Tan,Luis F. RazÃ³n,Undirected,12086,,,2
Ted Limpoco,Denniell Ann Hurboda,Undirected,12087,,,1
John Paul V. Guim,Jane D. Palacio,Undirected,12088,,,1
N. Zhang,J. C. Borromeo,Undirected,12089,,,1
Seigfred V. Prado,Juan Carlos P. Salcedo,Undirected,12090,,,1
Robert B. Salon,Jennifer C. Dela Cruz,Undirected,12091,,,1
Rafael Abbeloos,Jan Erik Backlund,Undirected,12092,,,1
Joni Rose R. Forteza,August C. Thio-ac,Undirected,12093,,,1
Rommel P. Feria,Annette G. Lagman,Undirected,12094,,,1
Celina Nadine V. Catindig,Anne Flereece Sanchez,Undirected,12095,,,2
Gabriel Phillipe A. Abiera,Clement Y. Ong,Undirected,12096,,,1
Paolo Mhae Ballaran,Elizabeth R. Rivera,Undirected,12097,,,1
Xiorence J. Cai,Jonathan Isaac E. Ignacio,Undirected,12098,,,1
Eduardo R. Mendoza,Carlene P.C. Pilar-Arceo,Undirected,12099,,,1
Mike Gomez,Marytamar Tan,Undirected,12100,,,1
Masahiko Tani,Anthony Montecillo,Undirected,12101,,,1
Jabin Gilead P. Dela Rosa,Christopher N. Caberte,Undirected,12102,,,1
Selwyn Lao,Nessa F. Paragon,Undirected,12103,,,1
Renann G. Baldovino,Christine Joy T. Dinio,Undirected,12104,,,1
Sherryl M. Gevana,Anne Loraine L. Avelino,Undirected,12105,,,1
Paolo Miguel C. Villegas,Alex M. Retona,Undirected,12106,,,1
Joshua Dizon,Jean Malolos,Undirected,12107,,,1
Vanessa A. Dela Pena,Ralph Laviste,Undirected,12108,,,1
Ramon Rodriguez,Ivan Aldwin A. Cristobal,Undirected,12109,,,1
Thippaya Chintakovid,Shio Miyafuji,Undirected,12110,,,1
Michelle Ormoc,Merlin Teodosia C. Suarez,Undirected,12111,,,1
Zhaynechong Chong Soriano,Ethel Chua Joy Ong,Undirected,12112,,,2
Jonathan D.L. Casano,Dominique Marie Antoinette Manahan,Undirected,12113,,,1
Hadi Quesneville,Chon Kit Kenneth Chan,Undirected,12114,,,1
Cherry G. Pascion,Brian Paul B. Ramirez,Undirected,12115,,,1
Mary Jane C. Samonte,Ariel Kelly D. Balan,Undirected,12116,,,1
Irister M. Javel,Antipas T. Teologo,Undirected,12117,,,1
Richard Finkers,Jan Erik Backlund,Undirected,12118,,,1
James Matthew T Chua,Argel A. Bandala,Undirected,12119,,,1
Arnold C. Paglinawan,Ariel Bastian C. Karganilla,Undirected,12120,,,1
Kenneth Robert O. Chan Shio,Elijah Ivin C. Cu,Undirected,12121,,,1
Reich Rechner D. Canlas,Carlo Noel E. Ochotorena,Undirected,12122,,,1
Yna Dominique V. Capuno,Emilio Joaquin R. Castillo,Undirected,12123,,,1
Vanessa Mae Valencia,Princess Hipolito Talosig,Undirected,12124,,,1
Nathaniel Y. Zheng,Joel P. Ilao,Undirected,12125,,,2
Rowena Cristina L. Guevara,Rhandley D. Cajote,Undirected,12126,,,1
Larah Mae P. Valles,Jun T. Kobayashi,Undirected,12127,,,1
Marc Kevin Orsos,Joseph Castillo,Undirected,12128,,,2
Rojimar A. Supetran,Nikko Marc M. Garcia,Undirected,12129,,,1
Valentin Guignon,Uwe Scholz,Undirected,12130,,,1
Leonard U. Ambata,Bryan Paul L. Javier,Undirected,12131,,,1
Lyndon Tuala,John Stephen Cruz,Undirected,12132,,,1
Jeremy Christian B. Reccion,Allen Rafael Tatsuya Koizumi,Undirected,12133,,,1
Homer M. Pagkalinawan,Geozza D. Tan,Undirected,12134,,,2
Redan Benedict Alcaide,Allan A. Sioson,Undirected,12135,,,1
Kristine Sumage,Joan Baez U Dimatira,Undirected,12136,,,1
Tristan Paul Espera,Ramon Vicente Marquez,Undirected,12137,,,1
John Rex A. PaÃ±a,Gran G. Sabandal,Undirected,12138,,,1
Star Yanxin Gao,Angel Manica Raquel,Undirected,12139,,,1
Paul Augustine B. Ingatan,Gio Vincent G. Moster,Undirected,12140,,,1
Argel A. Bandala,Allan John Limson,Undirected,12141,,,1
Maria Theresa Gusad De Leon,Lorenzo Martin Fernandez Manalac,Undirected,12142,,,1
Fred Louie C. Lucena,Archieval M. Jain,Undirected,12143,,,1
Jonathan Wren,Evangelia Papoutsoglou,Undirected,12144,,,1
Romano Q. Neyra,Elmer P. Dadios,Undirected,12145,,,1
Lester Adrian MacAndog,Laurence A. Gan Lim,Undirected,12146,,,1
Ernesto E. Empig,Danilo C. Adlaon,Undirected,12147,,,1
Febus Reidj G. Cruz,Ariel Kelly D. Balan,Undirected,12148,,,1
Mary Jane C. Samonte,Jay Mark T. Butalon,Undirected,12149,,,1
Masahiko Tani,Ameera Jose,Undirected,12150,,,1
Jesse Daniel A. Santos,Christian Kyle Y. Fermin,Undirected,12151,,,1
Ma. Mercedes T. Rodrigo,Eric Cesar E. Vidal,Undirected,12152,,,1
Dalisay Dg Fernandez,Aristotle T. Ubando,Undirected,12153,,,1
Valynn Katrine Mag-usara,Alexander De Los Reyes,Undirected,12154,,,1
Jerry V. Turingan,Febus Reidj G. Cruz,Undirected,12155,,,1
Pocholo James M. Loresco,Francisco L. Uyvico,Undirected,12156,,,1
Remartin S. Maglantay,Jonathan Q. Puerto,Undirected,12157,,,1
Jose Bienvenido M. Biona,Ivan Henderson V. Gue,Undirected,12158,,,1
Reggie C. Gustilo,Laurence A. Gan Lim,Undirected,12159,,,1
Nilo M. Arago,E. L.R. Abulon,Undirected,12160,,,1
Nicolas Morales,David A. Lyon,Undirected,12161,,,1
Mark Jeremy G. Narag,Maricor N. Soriano,Undirected,12162,,,1
Ricardo H. RamÃ­rez-GonzÃ¡lez,Nicolas Morales,Undirected,12163,,,1
Puthick Hok,Abhishek Rathore,Undirected,12164,,,1
Trevor Rife,David S. Marshall,Undirected,12165,,,1
Ralph Ian R Astillero,Patrick Guillano P La Rosa,Undirected,12166,,,1
Uwe Scholz,David S. Marshall,Undirected,12167,,,1
Philippe Tingzon,Lorenzo P. Lopez,Undirected,12168,,,1
Viana C. Calaminos,Angel Manica Raquel,Undirected,12169,,,1
Samuel Matthew Dumlao,Gerard Nico Reyes,Undirected,12170,,,1
Micaela Joyce Oledan,Kit Erick Bartolome,Undirected,12171,,,1
Roger Luis Uy,Eric Camilo R. Punzalan,Undirected,12172,,,1
Melanie Y. David,Maria Carla Manzano,Undirected,12173,,,1
Mc Jervis Villaruel,Edlen Mari Sanchez,Undirected,12174,,,1
John Christopher D. Castillo,Febus Reidj G. Cruz,Undirected,12175,,,2
StÃ©phane Coen,Luke S. Trainor,Undirected,12176,,,2
Jose Claro Monje,Carlos Oppus,Undirected,12177,,,1
Jake Jay Villanueva,Christian Cahig,Undirected,12178,,,2
Nadine Adellia A. Ledesma,Archie B. Maglaya,Undirected,12179,,,1
Peter Selby,Guillaume Bauchet,Undirected,12180,,,1
Ryan Richard H. Guadana,Bryan D.Dela Cruz,Undirected,12181,,,1
Jayne Kazandra P. Ortega,Glenn V. Magwili,Undirected,12182,,,1
Rosemarievic A. Bustamante,Eliza B. Ayo,Undirected,12183,,,1
Julien L. Carandang,Elmer P. Dadios,Undirected,12184,,,1
Guilhem SempÃ©rÃ©,Bruno Vasques Costa,Undirected,12185,,,1
P. Prasuna Rani,E. Quicho,Undirected,12186,,,1
Jon Peter Perdon,Beth Plale,Undirected,12187,,,1
Robertneil Leong,Courtney Ngo,Undirected,12188,,,1
Khristoffer Ryan F Quinton,Fe Andrea M. Tandoc,Undirected,12189,,,1
Jesse Daniel A. Santos,Arthur Lanz L. Imperial,Undirected,12190,,,1
John Amos Tan,Elmer R. Magsino,Undirected,12191,,,1
Selwyn Lao,Glonne Marc A. Pelena,Undirected,12192,,,1
Ryan Rhay P. Vicerra,Argel A. Bandala,Undirected,12193,,,28
Jay Robert B. Del Rosario,Allen Rafael Tatsuya Koizumi,Undirected,12194,,,1
Precious R. Zara,Donald A. Luna,Undirected,12195,,,1
Somnath Bera,Joshua Dizon,Undirected,12196,,,1
R. Omar,A. M. Lantong,Undirected,12197,,,1
Rhen Anjerome R. Bedruz,Jose Martin Z. Maningo,Undirected,12198,,,1
Jennica Grace Alcalde,Ivan Marlowe Demabildo,Undirected,12199,,,1
Gabriel Edwin F. Santiago,Benette P. Custodio,Undirected,12200,,,1
Janina Jasmin Carpio,Hannah Aubrey Isanan,Undirected,12201,,,1
Vrian Jay V. Ylaya,Daryl P. Pongcol,Undirected,12202,,,3
Precious R. Zara,Damasa B. Magcale-Macandog,Undirected,12203,,,1
Sebastian Raubach,Iain Milne,Undirected,12204,,,1
Von Louie R. Manguiam,Natthaya Puangpun,Undirected,12205,,,1
Paul Emmanuel G. Empas,Jefferson A. Hora,Undirected,12206,,,2
Homer M. Pagkalinawan,E. M. TaÃ±ada,Undirected,12207,,,1
Khrysielle Anne A. Manalo,Ann Janeth G. Garcia,Undirected,12208,,,1
Phillip Alvin S.Tiam Watt,Gerino Palafox Mappatao,Undirected,12209,,,1
Rose Ann Peji,Ma Faith S. Algaba,Undirected,12210,,,1
Lolit Villanueva,Jules Raphael A. Danting,Undirected,12211,,,1
Philip A. Martinez,Patth Rick L Ramirez,Undirected,12212,,,1
Pocholo James M. Loresco,Jerick L. Olisea,Undirected,12213,,,1
Vincci V. Villamiel,John Revilo M. Ochoa,Undirected,12214,,,1
Kurt Irvin M. Rojas,Joaquin Lorenzo V. Moreno,Undirected,12215,,,1
Joanne Lorie R. Rivera,Jessie R. Balbin,Undirected,12216,,,1
Justin David Pineda,Jan Michael Bernardo,Undirected,12217,,,1
Nino Rigo Emil G. Lim,Jeremias A. Gonzaga,Undirected,12218,,,1
Ryan Gabriel A. Eugenio,Maria Teresa R. Pulido,Undirected,12219,,,1
Ricardo Alasco,Edgar Galido,Undirected,12220,,,1
Philip Glaser,Maikel Verouden,Undirected,12221,,,1
Ryback Tyrone G. Po,Rohit P. Nihalani,Undirected,12222,,,1
Patrice Abbie D Legaspi,Don F. Sayson,Undirected,12223,,,1
MarÃ­a Luisa RodrÃ­guez,Lawrence Chung,Undirected,12224,,,1
N. Oliver,Gabriela L. Santos,Undirected,12225,,,1
Nadine Adellia A. Ledesma,Engr Arvin H. Fernando,Undirected,12226,,,1
Katrina Lim,Jazmin C. Tangsoc,Undirected,12227,,,1
Joseph Anthony C. Hermocilla,Ivan Marc H. Escamos,Undirected,12228,,,2
Gordon Stephen,Bruno Vasques Costa,Undirected,12229,,,1
Ivy Elaine A. Cadalzo,Al Jayson G. Songcuan,Undirected,12230,,,1
Nelson Marcos,Bryan G. Dadiz,Undirected,12231,,,1
Sarah Jane F. Fallaria,P. J.Zeder Drilon,Undirected,12232,,,1
Kristian Reubenson M. Tagalog,Jason Cedrick L. Batimana,Undirected,12233,,,1
Sarena Grace QuiÃ±ones,Charmina Sejalbo,Undirected,12234,,,1
Levi Esteban Elipane,Darlferhen Dancel,Undirected,12235,,,1
Jypzie M. Catedrilla,Cecilia B. LeaÃ±o,Undirected,12236,,,1
Joyce A. Balinquit,Amber Jade A. Baetiong,Undirected,12237,,,1
Sharleen Joy Y. Go,Cedric Angelo M. Festin,Undirected,12238,,,3
Renann G. Baldovino,Ira Valenzuela,Undirected,12239,,,2
Siward Enoch Padua,Leandro David Cuayo,Undirected,12240,,,1
Nilo M. Arago,John Jeric R. Mamaril,Undirected,12241,,,1
Jiah M. Piloton,Anjo R. De Jesus,Undirected,12242,,,1
Ellen Chelsea Serrano,Briane Paul V. Samson,Undirected,12243,,,1
Geozza D. Tan,E. M. TaÃ±ada,Undirected,12244,,,1
Sherlyn C. Dela Cruz,Louis Poblete AlarcÃ³n,Undirected,12245,,,1
Sheena A. Lazam,Carl James N. Dungca,Undirected,12246,,,1
Horace Andrew Husay,Hideaki Kitahara,Undirected,12247,,,1
Liriel Iris O. Daya,Akissa G. Lumagas,Undirected,12248,,,1
Jose Hernandez,Anumalla Mahender,Undirected,12249,,,1
Nilo M. Arago,Karl Angelo Doria,Undirected,12250,,,1
Jeremy D. Edwards,Clay Birkett,Undirected,12251,,,1
John Paul S. Cantor,Charles Patrick C. Andres,Undirected,12252,,,1
Rachel Anne G. Concepcion,Marrick C. Neri,Undirected,12253,,,1
Omar E. Benites-Alfaro,Dave Matthews,Undirected,12254,,,1
Mikko Ivan D. Avilledo,Jennifer C. Dela Cruz,Undirected,12255,,,2
Ryan Rhay P. Vicerra,Bernard Chi,Undirected,12256,,,1
Nickolai Alexandrov,Gabriel Zhou,Undirected,12257,,,1
Mely V. Llano,Mark Rommel L. Collado,Undirected,12258,,,2
Melvin K. Cabatuan,Justine Veronica Basco,Undirected,12259,,,1
Charlene Louise Tormes,Andrew Oplas,Undirected,12260,,,1
Shio Miyafuji,Jinwoo Kim,Undirected,12261,,,1
Walfrido David Diy,Rodrigo Emmanuel Roy,Undirected,12262,,,1
Joshua Daniel D. Guillarte,Elmer P. Dadios,Undirected,12263,,,1
Ira Valenzuela,Anton Louise P. De Ocampo,Undirected,12264,,,1
Ramon Rodriguez,Joshua H. Manalansan,Undirected,12265,,,1
Venice Juanillas,Beth Plale,Undirected,12266,,,1
Roel M. Ocampo,Joseph Kyle M. Centeno,Undirected,12267,,,1
L. M. Tayopan,D. Saldua,Undirected,12268,,,1
Wendy Gail Sia,Richard Li,Undirected,12269,,,1
John Paulo Ratilla,Cindy Verli Dayag,Undirected,12270,,,1
Ralen Rose Gloria Malatbalat,George Procyon Cabrera,Undirected,12271,,,1
Mae Flor G. Quintana,Charmine O. Aquino,Undirected,12272,,,1
Patric Kiel Navarro,Jihan Karla Cadongonan,Undirected,12273,,,1
Mark Earvin V Alba,John Richard E. Hizon,Undirected,12274,,,1
Mark Jayson B. Felix,Jasper Madalipay,Undirected,12275,,,1
Robert G. De Luna,Ezekiel Karl A. Cotoco,Undirected,12276,,,1
Yves Lean Krishner Macayana,Percival Magpantay,Undirected,12277,,,1
Jonathan Apuang,John Stephen Cruz,Undirected,12278,,,1
Zachary B. Ting,Rhandley D. Cajote,Undirected,12279,,,1
Phoebe Mae L. Ching,Jose Martin Z. Maningo,Undirected,12280,,,1
Raymond R. Tan,Isidro Antonio V. Marfori,Undirected,12281,,,2
Micah Ramirez,Angelo Ani,Undirected,12282,,,1
Joybelle Lopez,Arnel A. Salvador,Undirected,12283,,,1
Daniel Patrick C. Marquez,Arnold C. Paglinawan,Undirected,12284,,,1
G. Y. Chao,C. L. Ringor,Undirected,12285,,,1
N. Andriolli,A. Bogom,Undirected,12286,,,1
Steven Matthew C. Cheng,Gabrielle Young Toledo,Undirected,12287,,,1
Eldrich S. Elinon,Annaliza C. Bangit,Undirected,12288,,,1
Irish Joy S. Maguddatu,Efren Victor N. Tolentino,Undirected,12289,,,1
Rachel Edita Roxas,Ken Goldberg,Undirected,12290,,,1
Johannah Alain D. Soriano,Gelleen M. Bautista,Undirected,12291,,,1
Rafael Gerard Formes,Chynna Julia Cordevilla,Undirected,12292,,,1
Sherwin Victor S. Que,Joshua Jorel T. Lee,Undirected,12293,,,1
Jillian Lang,Gabriel Zhou,Undirected,12294,,,1
Zhengjie Liu,Kyoungwon Seo,Undirected,12295,,,1
Hadrian Olayvar Aquino,Chris Vincent Jagunap Densing,Undirected,12296,,,1
Marie Rianne M. Caparros,Francesco Amante,Undirected,12297,,,1
Prospero C. Naval Jr.,John Paul T. Yusiong,Undirected,12298,,,2
S. S. Satapathy,E. Quicho,Undirected,12299,,,1
Lyernhensed Tan,Daniel Abraham Francia,Undirected,12300,,,1
Xiaorong Fan,Guoyou Ye,Undirected,12301,,,1
Franklin Godwin M. LaÃ±ojan,Ericson D. Dimaunahan,Undirected,12302,,,1
Reinhard Simon,Mathieu Rouard,Undirected,12303,,,1
Richard Finkers,Evangelia Papoutsoglou,Undirected,12304,,,1
Uichin Lee,Ellen Yi Luen Do,Undirected,12305,,,1
Sebastian Raubach,Brian Pearce,Undirected,12306,,,1
Rm Layes,E. R. Resuma,Undirected,12307,,,1
Puthick Hok,Pierre Larmande,Undirected,12308,,,1
Debra Ferdinand-James,Craig Refugio,Undirected,12309,,,1
Lanndon A. Ocampo,Felixter Leone S. Chua,Undirected,12310,,,1
Julie Anne S. Francisco,Edmon O. Fernandez,Undirected,12311,,,1
John Chris T. Kwong,Felan Carlo C. Garcia,Undirected,12312,,,1
Julie Ann Salido,Dennis M. Barrios,Undirected,12313,,,1
Omar E. Benites-Alfaro,Nicolas Morales,Undirected,12314,,,1
Nicole Simon,Benette P. Custodio,Undirected,12315,,,1
Kristine Ma Dominique F Kalaw,Herman C. Cheng,Undirected,12316,,,1
John Reinhart Gammad,Anne Gerent Cacayuran,Undirected,12317,,,1
Maria Cecilia Venal,Alonica Villanueva,Undirected,12318,,,1
Miguel Bacaoco,Arven I. Cafe,Undirected,12319,,,1
Richard Finkers,Jeremy D. Edwards,Undirected,12320,,,1
Ma. Mercedes T. Rodrigo,Josephine S. Dela Cruz,Undirected,12321,,,1
Eduardo V. Manalili,Cynthia F. Madrazo,Undirected,12322,,,1
Matthew Roque,Gabriel Borja,Undirected,12323,,,1
Roxanne Sordilla,Ertie Abana,Undirected,12324,,,1
Chris Vincent Jagunap Densing,Anastacia Alvarez,Undirected,12325,,,4
Nikko T. Borja,Ken V. Hosoya,Undirected,12326,,,1
Elmer P. Dadios,Edwin Sybingco,Undirected,12327,,,27
Miyah D. Queliste,Edwin R. Abucay,Undirected,12328,,,2
Melanie Y. David,Aristotle T. Ubando,Undirected,12329,,,4
Elmer R. Magsino,Carlo M. De Guzman,Undirected,12330,,,1
Wyndale John D. Jastillano,Febus Reidj G. Cruz,Undirected,12331,,,1
Alma Maria Jennifer A. Gutierrez,Aena Camille M. Arsua,Undirected,12332,,,1
Monica Sarceda,Miguel D. Fortes,Undirected,12333,,,1
Nilo T. Bugtai,Arman D. Domingo,Undirected,12334,,,1
Claudine B. Vanessa Gaddi,Cinderella A. Simbran,Undirected,12335,,,1
L. Gatti,F. Holecz,Undirected,12336,,,1
Brian Atanacio,Benette P. Custodio,Undirected,12337,,,1
Cayeton Ramos,Argel A. Bandala,Undirected,12338,,,1
Ray Carlo AÃ±onuevo,Dea Ferrer,Undirected,12339,,,1
Michael Thomson,Alexis Dereeper,Undirected,12340,,,1
Mark Lorenze Torregoza,Alexander C. Abad,Undirected,12341,,,1
Jocelyn Flores Villaverde,Jelani Anne M. Bate,Undirected,12342,,,1
Rod A. Wing,Armin Scheben,Undirected,12343,,,1
Nicolas Beaume,Kunalan Ratharanjan,Undirected,12344,,,1
Michael Bagui Ples,Julien L. Carandang,Undirected,12345,,,1
Justin San Pedro,Christian Chan,Undirected,12346,,,1
Miks Q. Cureg,Juan Carlos A. Solomon,Undirected,12347,,,1
Ram Aaron C. Paliza,Lander Brent A. Mallari,Undirected,12348,,,1
Froilan E. De Guzman,D. A. Dell Michael Badua,Undirected,12349,,,1
Yoshifumi Kitamura,Shio Miyafuji,Undirected,12350,,,1
Ma. Mercedes T. Rodrigo,Jonathan D.L. Casano,Undirected,12351,,,2
Jonathan M. Caballero,Jasmin D. Niguidula,Undirected,12352,,,1
Maria Liezel Caroche,Daniel James P. Villamil,Undirected,12353,,,1
John Romel M. Viana,Gilbert B. Hollman,Undirected,12354,,,1
Aristotle T. Ubando,Alexis M. Fillone,Undirected,12355,,,1
Jared R. Christian Nob,Bryx William C. Garcia,Undirected,12356,,,1
Renann G. Baldovino,Mary Grace Ann C. Bautista,Undirected,12357,,,2
Locedie Mansueto,John Robert Mendoza,Undirected,12358,,,1
Romeo Jorda,Kit Erick Bartolome,Undirected,12359,,,1
Reuben Donado,Lyernhensed Tan,Undirected,12360,,,1
Don F. Sayson,Chris Vincent Jagunap Densing,Undirected,12361,,,1
Mark Patrick C. Go,Charles Jedidiah G. Policarpio,Undirected,12362,,,1
Mary Ann B. Taduyo,Daniel D. Dasig,Undirected,12363,,,1
Sebastian Raubach,David S. Marshall,Undirected,12364,,,1
Jo Ann V. Magsumbol,Elmer P. Dadios,Undirected,12365,,,5
Camille V. Morales,Analyn N. Yumang,Undirected,12366,,,1
Ericson D. Dimaunahan,Buenaflor Chudel Ann M. Tolentino,Undirected,12367,,,1
Troy Cedric S. Tagulao,Laurence A. Gan Lim,Undirected,12368,,,1
Renann G. Baldovino,Karmelo Antonio Lazaro R. Carranza,Undirected,12369,,,4
Ryan Rhay P. Vicerra,Raouf Naguib,Undirected,12370,,,1
P. Prasadini,G. Romuga,Undirected,12371,,,1
Thelma Domingo Palaoag,Michael E. Acosta,Undirected,12372,,,1
Jay Moore A. Labuac,Jasmine Raxelle S. Reyes,Undirected,12373,,,1
Ronnielyn M. Clemente,Kenneth R. Montoya,Undirected,12374,,,1
Viana C. Calaminos,Qi Sun,Undirected,12375,,,1
Lean Rimes Sarcilla,Jose Isidro Beraquit,Undirected,12376,,,1
Sahnir Yap,Bruce Elmer Peralta,Undirected,12377,,,1
Hui Lin Ong,Allan Abraham B. Padama,Undirected,12378,,,1
Philix Anton R. Mascardo,Argel A. Bandala,Undirected,12379,,,1
Marc Driz Rosales,John Richard E. Hizon,Undirected,12380,,,3
Kevin James C. Ang,Jan Osbert R. Lunasco,Undirected,12381,,,1
Ayin M. Tamondong,Al Jayson G. Songcuan,Undirected,12382,,,1
Dirk K. Hincha,Alexander Erban,Undirected,12383,,,2
Venice Juanillas,Michael Thomson,Undirected,12384,,,1
Audrey Gayle Alexis Y. Chua-Unsu,Aristotle T. Ubando,Undirected,12385,,,1
Ma. Mercedes T. Rodrigo,Jayzon Ty,Undirected,12386,,,1
Kira Andrea C. Chan,John A. Molina,Undirected,12387,,,1
Pascal Neveu,Abhishek Rathore,Undirected,12388,,,1
Romeo Jorda,Christine Joy Estacion,Undirected,12389,,,1
John Carlo V. Puno,Argel A. Bandala,Undirected,12390,,,1
Jayson P. Rogelio,Cardel B. Nocos,Undirected,12391,,,1
Maikel Verouden,David A. Lyon,Undirected,12392,,,1
Sean Michael Amador,Jose Mari Ramos,Undirected,12393,,,1
Neil Stephen Lopez,Brian Christopher C. Mercado,Undirected,12394,,,2
Justine Veronica Basco,John Anthony C. Jose,Undirected,12395,,,1
Shyr Yi Maria Veronica Liang,Arman D. Domingo,Undirected,12396,,,1
Jennifer Ian G. Ligtao,Chinet M. Overstreet,Undirected,12397,,,1
Valynn Katrine Mag-usara,Jessica Pauline C. Afalla,Undirected,12398,,,1
Venice Juanillas,Tobias Kretzschmar,Undirected,12399,,,1
Richard Finkers,Guillaume Cornut,Undirected,12400,,,1
Edgar Galido,Christine Joy Estacion,Undirected,12401,,,1
Jessica Pauline C. Afalla,Hideaki Kitahara,Undirected,12402,,,1
C. Klitis,A. Bogom,Undirected,12403,,,1
Alexander C. Abad,Aaron Christian P. Uy,Undirected,12404,,,5
Patrice Abbie D Legaspi,John Richard E. Hizon,Undirected,12405,,,1
Ruji P. Medina,Ian Val P. Delos Reyes,Undirected,12406,,,1
Marc Angelo P. Martinez,Amiel John B. Atienza,Undirected,12407,,,1
Roselia C. Morco,Beulah Grace A. Duque,Undirected,12408,,,1
Jay Nickson T. Tabing,Adonis S. Santos,Undirected,12409,,,5
N. Zhang,M. Lavery,Undirected,12410,,,1
Roel M. Ocampo,Hans Christian Dureza,Undirected,12411,,,1
Kristine Claire B. Andaya,Joe Jhardee M. San Jose,Undirected,12412,,,1
Gio Vincent G. Moster,Febus Reidj G. Cruz,Undirected,12413,,,1
Ma. Regina Estuar,Jose Emmanuel D. Torrijos,Undirected,12414,,,1
Monica Moreno,Jose Isidro Beraquit,Undirected,12415,,,2
Nicole Bugayong,Ma. Mercedes T. Rodrigo,Undirected,12416,,,1
Shania Xylene A. Miguel,Carlex James V. Rosites,Undirected,12417,,,1
Cinderella D.S. Dancel,Alexa Ray R. Fernando,Undirected,12418,,,1
Lea Monica B. Alonzo,Francheska B. Chioson,Undirected,12419,,,1
John Zem Talens,Joanna Pauline Rivera,Undirected,12420,,,1
Robby B. Manrique,Gian Paolo O. Bernardo,Undirected,12421,,,1
Senrong Ainsley C. Chen,Homer S. Co,Undirected,12422,,,1
Gerry Bagtasa,Edgar A. Vallar,Undirected,12423,,,3
